Attempt Regex,DeepSeek Output
1*,"positive example: [1, 11, 111], negative example: [0, 01, 10]"
(a+b+a+b+)*,"positive example: [abab, aabbaabb, aaabbbaaabbb, abababab, aabbaabbaabb],  
negative example: [a, b, aa, bb, aba, bab, aab, bba, aabab, bbaab]"
(b*aa*b*)|(b*a*ab*),"positive example: [baab, baaaab, baaab, aab, ab], negative example: [bb, bbbb, a, baba, aaab]"
(ab|ba|aa|bb)*aaa,"positive example: [aaa, bbaaa, abaaabaaa, bbaaaaa, aabbaaa], negative example: [ab, ba, aa, bb, aba, bab, aab, bba]"
((a|bb)*ba*(a|bb))*,"positive example: [""bbbaa"", ""ababaa"", ""bbabbaa"", ""aabba"", ""bbbaabba""], negative example: [""bba"", ""abab"", ""aab"", ""bbab"", ""aaa""]"
(a|b+aaa)*,"positive example: [""a"", ""baaa"", ""aa"", ""bbbaaa"", ""abaaa"", ""b""],  
negative example: [""bb"", ""baa"", ""aaa"", ""baaaa"", ""baba"", ""aab""]"
(a)*(bb)*(b+a)*,"positive example: [a, bb, aba, aabbb, bbaa, aabbab, bbabaa],  
negative example: [b, aaab, abab, bbba, aabab, bbbaa, abbaa]"
0*1*,"positive example: [""01"", ""001"", ""1"", ""000111"", ""0""], negative example: [""10"", ""110"", ""0110"", ""101"", ""0101""]"
"[a-b](ba{2,})?","positive example: [a, b, aba, bbaa, abaaa, bbaaa], negative example: [aa, bb, ab, ba, abba, baba]"
a*(b*b)a*,"positive example: [aaabbba, bba, aabba, bbba, aabbba], negative example: [abab, aba, baba, aabab, abbaa]"
(ab)*,"positive example: [ab, abab, ababab, abababab], negative example: [a, b, aba, bab, abba, baba]"
a(a|b)aaa*,"positive example: [aaaa, aabaa, aabaaa, aaaaaa], negative example: [aa, aaa, abaa, abaaa, baaaa]"
b*(a*a*)*b*,"positive example: [""b"", ""bb"", ""a"", ""aa"", ""ba"", ""ab"", ""bba"", ""bab"", ""aab"", ""baa"", ""bbaa"", ""baba"", ""aabb"", ""baab""],  
negative example: [""c"", ""ac"", ""ca"", ""abc"", ""bac"", ""cab"", ""bca"", ""aacb"", ""bbca"", ""abca""]"
a+(a+b)+a+(a+b)*,"positive example: [aaaabaa, aabaa, aaaaba, aababa], negative example: [aa, ab, aaba, aabab]"
(a*b*)(aaa+),"positive example: [aaabaaa, aabaaaa, baaaa, aaaaa],  
negative example: [ab, baa, aab, bba]"
(1|01*0)*,"positive example: [1, 010, 01010, 1010, 110, 0101], negative example: [0, 00, 011, 100, 0100, 0010]"
a*b(bb+|a*|bab)*,"positive example: [ab, aab, aabb, bbb, bbab, aabab, aabbb, abab], negative example: [ba, aba, baa, aaab, bbba, babab, abba, aabba]"
(1|01*0),"positive example: [1, 0, 010, 0110, 01110], negative example: [00, 011, 0101, 01111, 01001]"
((a|b){3}(a|b)*aaa+)|(aaa*),"positive example: [aaabaaa, bbbaaaa, aaaaa, aaa], negative example: [ab, baba, aab, bbb]"
1*(1*01*01*01*01*01*)*,"positive example: [111111, 1010101010, 1101010101, 11101010101, 101010101010],  
negative example: [000, 101010101, 110110110, 10101010101, 111110101010]"
(0*|(1(11))*)+,"positive example: [""0"", ""000"", ""1"", ""111"", ""0111"", ""1110"", ""000111"", ""111000""], negative example: [""01"", ""10"", ""011"", ""110"", ""0011"", ""1100"", ""0101"", ""1010""]"
aaa|(a+b)*|aba(a+b)*,"positive example: [aaa, aba, aab, baa, abab, aabba, aabaa, bbb, aaaa, ababab],  
negative example: [aa, ab, ba, bb, a, b, abba, baba, ababba, ababaa]"
a*(bb)*b+a*,"positive example: [aaabbbba, bba, aabbb, abbbbaa], negative example: [abab, baba, aabba, bbbaa]"
a*(b*aa)*,"positive example: [ ""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""bbaa"", ""aabbaa"", ""aaaa"", ""bbbaa"" ], negative example: [ ""b"", ""ab"", ""aba"", ""aab"", ""ba"", ""bb"", ""aaba"", ""abaa"", ""bba"" ]"
1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*,"positive example: [""10101010"", ""1111000011110000"", ""0000111100001111"", ""1100110011001100"", ""1001100110011001""],  
negative example: [""101010101"", ""000111000111000111"", ""110011001100110011"", ""100110011001100110"", ""10101010101010101""]"
(a|b)*b*bb*(a|b)*,"positive example: [""abba"", ""bbba"", ""aabbb"", ""bbb"", ""ababbb""],  
negative example: [""a"", ""ab"", ""ba"", ""aa"", ""baba""]"
((01)*(10)*)*,"positive example: [01, 10, 0110, 010110, 1010, 011010, 0101], negative example: [0, 1, 0011, 1100, 010, 101, 0111]"
(0*1(0*10*110*)+)|0*,"positive example:[""0"", ""1"", ""01"", ""01011"", ""0010110"", ""00010110110""], negative example:[""2"", ""10"", ""11"", ""001"", ""101"", ""0101"", ""00110""]"
(0*1+)*,"positive example: [""1"", ""01"", ""0011"", ""000111"", ""101"", ""0101"", ""001011""],  
negative example: ["""", ""0"", ""00"", ""000"", ""10"", ""110"", ""0110""]"
(b*ab*ab*)*,"positive example: [""aba"", ""ababab"", ""bbabba"", ""aabbaa"", ""bababab""],  
negative example: [""b"", ""bb"", ""bbb"", ""ab"", ""ba""]"
(a|abb+)*,"positive example: [""a"", ""abb"", ""aabb"", ""abba"", ""abbb"", ""aabba"", ""abbba"", ""abbbb""],  
negative example: [""b"", ""ab"", ""ba"", ""bb"", ""aab"", ""bab"", ""bba"", ""abab""]"
(b*bb*)|a,"positive example: [a, bb, bbb, b, bbbbb], negative example: [ab, ba, aa, baba, bbbab]"
a(a)*|(a*b*),"positive example: [a, aa, aaa, ab, aab, aabb, b, bb], negative example: [ba, aba, baa, aabba, abab]"
a*|a*(baaa)a*,"positive example: ["""", ""a"", ""aa"", ""baaa"", ""abaaa"", ""baaaa"", ""aabaaa""],  
negative example: [""b"", ""ba"", ""baa"", ""aba"", ""aaba"", ""baaab"", ""baaaba""]"
((a|b)a*b(a(a|b)a*b)*)*,"positive example: [""aba"", ""baaaba"", ""aabbaaabba"", ""baabababab"", ""abababababab""],  
negative example: [""aa"", ""bb"", ""abaab"", ""baaabab"", ""abababba""]"
(a*b*|a*a*|b*b*|b*a*)(a{3}),"positive example: [aaa, bbaaa, aaaaa, bbaaaaa], negative example: [a, b, aa, bb, ab, ba, aab, bba, aabb, baba]"
ab|aaa*,"positive example: [ab, aaa, aaaa, aaaaa], negative example: [a, b, aa, aba, aab, baa]"
b+(a*|bb*),"positive example: [b, bb, bba, baa, bbb, bbba, baaa], negative example: [a, ab, aba, abb, aab, abbb, aaab]"
(0*1)*,"positive example: [""1"", ""01"", ""001"", ""0001"", ""101"", ""00101"", ""0001001""],  
negative example: ["""", ""0"", ""00"", ""000"", ""10"", ""011"", ""0010""]"
a*(b*bb*)a*,"positive example: [ ""aabbaa"", ""bb"", ""abba"", ""aaaabbbaaaa"", ""bba"" ], negative example: [ ""abab"", ""aab"", ""baa"", ""ababa"", ""baba"" ]"
1(0|1)*1|0(0|1)*0?,"positive example: [11, 1001, 010, 000, 1010, 1111], negative example: [0, 1, 01, 10, 001, 110]"
a*b(b+a)*ba*,"positive example: [abba, abbba, aabba, aabbba, ababba], negative example: [ba, aba, bba, abab, baba]"
(ba*)+b,"positive example:[bab, baaab, baaaab], negative example:[bb, b, ab]"
a(a+b)+a(a+b)*,"positive example: [aaba, aabaa, aababaa], negative example: [aa, ab, aba, aab, aabab]"
(111)*(1)*,"positive example: [111, 111111, 1, 1111, 1111111], negative example: [11, 11111, 11111111, 111111111, 1111111111]"
(a)(a)*(b)*(a)*,"positive example: [aa, aab, aaba, ab, aaa, aabaa], negative example: [b, ba, bb, baa, aba, abab]"
(a)*(aaa)*(aba)*(a+b)*,"positive example: [""a"", ""aaa"", ""aba"", ""aabaa"", ""aaaaa"", ""abaa"", ""aabaaba""],  
negative example: [""b"", ""ab"", ""ba"", ""bb"", ""aab"", ""baa"", ""abab""]"
(ba*)*,"positive example: [b, ba, baa, baba, baaab, bbaa], negative example: [a, ab, aab, aba, aaaa, bb]"
(a)*(b|aa)*(a)*(b|aa)*,"positive example: [a, b, aa, ab, aaa, aab, aba, baa, bba, aaba, abaa, baaa, bbaa],  
negative example: [ba, aabba, aabaab, abab, baba, aabab, baab, abba, aabbaa, bbaab]"
(01)+(01)+,"positive example: [0101, 010101, 01010101], negative example: [01, 010, 01010]"
(0(1+(0*1+)*)*0)*|0*,"positive example: [""0"", ""00"", ""010"", ""0010"", ""01010"", ""000"", ""0100"", ""00100""],  
negative example: [""1"", ""01"", ""10"", ""0110"", ""1001"", ""110"", ""101"", ""0001""]"
"(a|b)(a|b)a{2,}","positive example: [aaa, bbaaa, aabaaaa], negative example: [ab, ba, aab, bba]"
a*b*a{3},"positive example: [aaa, abbaaa, bbaaa], negative example: [aab, aba, bbb, aabba, baba]"
(0|1)(0|1)(0|1)(0|1)*,"positive example: [0000, 0101, 1111, 1010, 0001], negative example: [00, 01, 10, 11, 0]"
(a|baa)*b,"positive example: [b, ab, baaab, baaaab, baab], negative example: [a, aa, baaa, baa, abaa]"
bb(a|b)*b,"positive example: [bbab, bbb, bbaab, bbbab, bbbbb], negative example: [bba, bbbaa, bbaa, bbaaba, bbbbaa]"
(a)*((b)+(aa)+)*(a)*,"positive example: [a, aa, b, ab, aab, aaa, baa, aabaa, aabaaa], negative example: [abab, abaab, baba, baab, aaba, aabba, aabab, aabbaa]"
(b)(aa+)*,"positive example: [b, baa, baaaa, baaaaaaaa, baaabaa], negative example: [a, aa, aaa, ba, baaaab]"
(a+b)*aaa,"positive example: [aaa, aaaaa, baaa, abaaa, bbaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, abb, baa, bab, bba, bbb]"
"(a|b*a{2,})","positive example: [aa, aaa, baa, bbaa, bbbaa], negative example: [a, b, ba, bba, ab]"
a*(b|bbb)+(a|bb)*,"positive example: [ab, bbb, aab, bbba, aabbb, bbbaa, aabbba, bbbaaab], negative example: [a, aa, b, bb, bbbb, abab, bbaa, aabb]"
a*(bb)*(a)*b*,"positive example: [""a"", ""bb"", ""aabbb"", ""aaaab"", ""bbbbb"", ""aabbaaab""],  
negative example: [""abab"", ""ba"", ""baba"", ""abbaaab"", ""aabab"", ""bbaabba""]"
a(a|b)*aaa,"positive example: [aaaaa, aabaaa, abbaaa, aaaa], negative example: [aa, aba, abab, baaa]"
((01+0)|(10+1))*,"positive example: [010, 101, 01010, 10101, 0101010], negative example: [011, 100, 110, 001, 111]"
(a+b+)|(b+a+)a+a+a+,"positive example: [aaaabbbb, bbaaaaaa, aabbbaaaa], negative example: [abab, baba, aab, bba]"
((a*)+(b*)+(aa)+(a*)),"positive example: [""aabbaa"", ""aaaabbaa"", ""aaabaa"", ""aabaa"", ""aabbaaa""], negative example: [""bb"", ""ab"", ""ba"", ""aabb"", ""aabbbaa""]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example: [""0"", ""1"", ""00"", ""10"", ""010"", ""101"", ""110"", ""0000"", ""1010"", ""1111"", ""1001"", ""0101"", ""00100"", ""11011"", ""10101"", ""11110"", ""00000"", ""101010"", ""111111"", ""100001""],  
negative example: [""2"", ""01a"", ""1102"", ""abc"", ""1011a"", ""00110a"", ""11112"", ""0000a"", ""10101b"", ""11111c"", ""1001d"", ""0101e"", ""00100f"", ""11011g"", ""10101h"", ""11110i"", ""00000j"", ""101010k"", ""111111l"", ""100001m""]"
"(a{1,})?b?(ba{2,})?","positive example: [""a"", ""b"", ""baa"", ""aaab"", ""baaab"", ""aaaabaa""], negative example: ["""", ""abba"", ""bb"", ""aabbaa"", ""ba"", ""aab""]"
((((a|b)a*b)*a)*)?,"positive example: ["""", ""a"", ""aa"", ""ab"", ""ba"", ""aaa"", ""aba"", ""baa"", ""aab"", ""abaa"", ""baab"", ""aaba"", ""aabaa""],  
negative example: [""b"", ""bb"", ""bab"", ""bba"", ""bbb"", ""abab"", ""baba"", ""bbaa"", ""bbab"", ""babab""]"
a|ba|b+aaa,"positive example: [a, ba, baa, baaa, baaaaa], negative example: [bb, ab, bba, bbaa, bbaaaa]"
1|(111)*|01,"positive example: [1, 111, 111111, 01, 111111111], negative example: [0, 11, 011, 110, 1110]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example: [""0"", ""10"", ""110"", ""000"", ""1010"", ""1110"", ""00100"", ""101010"", ""11110"", ""0000"", ""10101010""],  
negative example: ["""", ""01"", ""11"", ""100"", ""0101"", ""1101"", ""0011"", ""1011"", ""11111"", ""00001"", ""1010101""]"
a*|baa*|a*baa*|baa*baa*,"positive example: [""a"", ""ba"", ""baa"", ""aaba"", ""baaba"", ""aa"", ""baaa"", ""baabaa""],  
negative example: [""b"", ""ab"", ""bba"", ""aab"", ""bab"", ""bbaa"", ""aabab"", ""baba""]"
0*(1|1||1)0*,"positive example:[""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""100"", ""101"", ""110"", ""111""],  
negative example:[""2"", ""12"", ""21"", ""102"", ""120"", ""201"", ""210""]"
a*(bb*)*a*,"positive example: [""aa"", ""bb"", ""aabba"", ""aaa"", ""bbbaa"", ""abba"", ""aabbbaa""], negative example: [""aba"", ""ba"", ""abab"", ""baba"", ""aabab"", ""baab"", ""abbaa""]"
a*(b+)(bb)*a*,"positive example: [""ab"", ""aab"", ""abba"", ""aaabbba"", ""bb"", ""bbb"", ""abbb""],  
negative example: [""a"", ""ba"", ""aba"", ""baba"", ""abab"", ""aabb"", ""bba""]"
(b*|ab+)*aa(a+b)*,"positive example: [""baaa"", ""abbaa"", ""bbbaaab"", ""aabaa"", ""ababaa""], negative example: [""a"", ""b"", ""ab"", ""ba"", ""aba""]"
b(a+b)*b,"positive example: [bb, bab, baab, baaab, babab], negative example: [a, ba, aba, bba, abab]"
a+(b*a*)+,"positive example: [aabbaa, aaa, abaa, aabbaaa], negative example: [b, abb, bba, abab]"
((b)*(aa)[a]*)*,"positive example: [aa, baa, bbaa, aaaa, bbaaaa], negative example: [a, b, ba, ab, bab]"
"[ab]*a{2,}","positive example: [aaa, bbaa, abaa, aaaaa, babaabaa], negative example: [a, b, ab, ba, baba]"
((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example: [""0"", ""1"", ""11"", ""111"", ""1111"", ""01"", ""001"", ""0001"", ""10"", ""100"", ""1000"", ""110"", ""1110"", ""11110"", ""0000"", ""00000""],  
negative example: [""2"", ""01a"", ""1010b"", ""11112"", ""a0"", ""b1"", ""c"", ""abc"", ""123"", ""10a1""]"
(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example: [""101"", ""010"", ""0"", ""1"", ""101010"", ""010101"", ""000"", ""111"", ""1010"", ""0101""],  
negative example: [""1001"", ""0110"", ""0011"", ""1100"", ""1011"", ""0100"", ""10101"", ""01010"", ""0001"", ""1110""]"
(a*|b*)(aaa)a*,"positive example: [aaa, aaaaa, baaa, baaaaa, aaaa], negative example: [aa, bb, ab, ba, aab, bba]"
(a+b+bab)*,"positive example: [ab, bab, abab, baba, abbab, babab, ababab], negative example: [a, b, aa, bb, aba, bba, abba, babb]"
0*1(11)*(0*|1(11)*),"positive example: [""01"", ""0111"", ""01110"", ""011111"", ""011110"", ""0111110"", ""0111111"", ""01111110""],  
negative example: [""0"", ""1"", ""10"", ""011"", ""0110"", ""01101"", ""011100"", ""01111100""]"
(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example:[""01010"", ""101010"", ""0011010"", ""1101010"", ""0101010""],  
negative example:[""0"", ""1"", ""01"", ""10"", ""10101""]"
(a|b)*(baa)b*,"positive example: [baa, bbaa, abaa, aabaa, bbaab],  
negative example: [a, b, aba, baba, aaab]"
0*(0*|1*)0*,"positive example: [""0"", ""00"", ""000"", ""1"", ""01"", ""001"", ""10"", ""100"", ""0001000""],  
negative example: [""2"", ""01a"", ""1010a"", ""a"", ""b"", ""01b0""]"
(1?|11?),"positive example: [1, 11, 111], negative example: [0, 01, 10]"
0*1+,"positive example: [01, 001, 0001, 1, 00001], negative example: [0, 00, 000, 10, 010]"
(a)*(bb+a)*(b+a)*(a)*,"positive example: [a, bb, bba, aabba, aabbaa], negative example: [b, ab, baba, aabab, aababba]"
(a|b)*(b),"positive example: [ab, bb, aab, abb, bbb, aabb, abbb], negative example: [a, b, aa, ba, aaa, baa, aba]"
(a*)b(a*|bb*),"positive example: [""b"", ""ab"", ""aab"", ""ba"", ""bba"", ""bbba""], negative example: [""a"", ""aa"", ""aaa"", ""bb"", ""bbb"", ""abab""]"
ba*b|a*ba,"positive example: [baab, baaab, baaaab, aba, aaba, aaaba], negative example: [bb, bba, abab, baaaba, aabaa]"
(0*)|(1|1|1)|(0*),"positive example:["""", ""0"", ""00"", ""1"", ""000"", ""0000"", ""01"", ""10"", ""001""],  
negative example:[""2"", ""01"", ""11"", ""101"", ""010"", ""0001"", ""111"", ""0110""]"
(a+b)*(b+aaa),"positive example: [b, aaa, ab, bbb, aabaa, abaaa], negative example: [a, aa, aaaa, aba, aab, aaba]"
0*1+|1*0*,"positive example: [0, 1, 01, 001, 111, 0001, 10, 100, 1100], negative example: [011, 101, 010, 000, 1110, 1001, 0011, 1101]"
(11*0*11*)*|(00*1*00*)*,"positive example: [ ""11011"", ""00100"", ""11011011"", ""00100010"", ""111000111"" ],  
negative example: [ ""101"", ""010"", ""1101"", ""0010"", ""111010"" ]"
(a*b*)(a*b*)aaa(a)*,"positive example: [""aaaaa"", ""aabbaaa"", ""bbbaaa"", ""abaaa"", ""aaa""],  
negative example: [""abab"", ""bbaa"", ""aabba"", ""baa"", ""abbaa""]"
b*(b*b*),"positive example: [""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbbb""], negative example: ["""", ""a"", ""ab"", ""ba"", ""bba""]"
a*(b+)bb*,"positive example: [""abbb"", ""aabbb"", ""bb"", ""abbbb"", ""aabbbbb""],  
negative example: [""a"", ""b"", ""abb"", ""aab"", ""ba""]"
(b*aa(a+b)*)*,"positive example: [baa, bbaab, aaa, bbbaaab, baaab], negative example: [b, a, bb, ab, ba]"
a|(a+b)|a|(a+b)*,"positive example: [a, aa, ab, aab, aba, aaa, aaba, aabab], negative example: [b, ba, bb, baa, bbb, baba, ababab]"
(ab)+(aa|bb|ab|ba)*,"positive example: [ab, abab, abaa, abbb, ababab, abba, ababaa, ababbb], negative example: [a, b, aa, bb, ba, aba, baa, bba, aab, abb]"
(01(0|1)*10)*,"positive example: [0110, 01010, 011110, 01011010, 011010], negative example: [010, 0111, 01100, 0100, 01101]"
0*(1+1)*0*,"positive example: [""0"", ""1"", ""00"", ""11"", ""000"", ""011"", ""110"", ""0011"", ""0000"", ""1111""], negative example: [""01"", ""10"", ""010"", ""101"", ""0010"", ""1001"", ""0101"", ""1010""]"
(b*a*aa+b*a*a+|b*),"positive example: [aa, baa, baaa, baaaa, b, bb, bbb], negative example: [ab, aab, ba, bba, a, aba, baba]"
a*|b*|(a|bab)*(b|aba)*,"positive example: ["""", ""a"", ""aa"", ""b"", ""bb"", ""abab"", ""aba"", ""bab"", ""baba"", ""aabab"", ""bbaba""],  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abba"", ""babaab"", ""abababab""]"
0*1+0*1*,"positive example: [01, 0011, 0001110, 010, 000110], negative example: [0, 1, 000, 111, 01010]"
(a+b)*|(b+a)*,"positive example: [ab, ba, aab, bba, abab, baba, aaabbb, bbbaaa], negative example: [a, b, aa, bb, aaa, bbb, aabb, bbaa]"
0*1(0*1+)*,"positive example: [01, 0101, 00101, 0001101, 00010101], negative example: [0, 1, 00, 11, 010, 00110]"
((a)|(ba(a)*)),"positive example: [a, ba, baa, baaa, baaaa], negative example: [b, ab, aab, aba, bba]"
(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example: [ababab, aabbaabba, baaabaaab, aabababaa, bbbababab],  
negative example: [aaa, bbbb, abba, aabba, bababababab]"
((a)(b))*,"positive example: [ab, abab, ababab, a, b], negative example: [aa, bb, aba, bab, aab, abb]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*),"positive example: [aba, abba, aabbaa, abbba, aababbaa], negative example: [aa, bbb, abab, aabba, ababba]"
(b|aa)*,"positive example: [b, aa, baa, aab, bbaa, aaaa, bbb, aabaa], negative example: [a, ab, ba, aba, aabb, baba, abab, aabba]"
a*b(b|ab*b)*,"positive example: [ab, aab, aabab, aabb, aababb], negative example: [b, ba, aba, baba, aaba]"
(b*(aa)+)*,"positive example: [b, aa, baa, bbaa, aaaa, baaabaa], negative example: [a, ab, aba, ba, baba, aab, bba]"
((0+1+0+)|(1+0+1+))*|0*|1*,"positive example: [""010"", ""101"", ""0"", ""1"", ""010101"", ""101010"", ""00"", ""11"", ""01010"", ""10101""],  
negative example: [""0110"", ""1001"", ""0011"", ""1100"", ""012"", ""210"", ""0102"", ""1021"", ""001"", ""110""]"
(aa|ab|ba|bb)*aaaa*,"positive example: [aaaa, aaaaa, aabbaaaaa, bbaaaaa, ababaaaa], negative example: [a, b, aaab, baba, abba]"
(0*(1)*0(1))*,"positive example: [""0101"", ""0010101"", ""000110"", ""1010"", ""0101010""], negative example: [""0110"", ""1001"", ""0000"", ""1111"", ""1100""]"
a(a+b)a(a+b)*,"positive example: [aaaa, aaba, aabaa, aabab, aabba], negative example: [aa, ab, aaa, aba, aab]"
[b]*[a]{2},"positive example: [baa, bbaa, bbbaa], negative example: [a, ba, bba, bbb, ab, aba, baba]"
(ab+ba)(ab+ba)*(a+b)*,"positive example: [abab, baba, abba, abbaa, babaab, ababab, babaabb], negative example: [a, b, aa, bb, aba, bab, aab, bba, abbb, baaa]"
(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaaa, aaaaa, aabaaa, baaaaa, aabbaaa], negative example: [a, b, aaab, bba, abab]"
(b+(a+)(a+)a*)*,"positive example: [baa, baaa, bbaa, bbaaa, baaabaa, baaaabaaa], negative example: [b, ba, bb, bab, bba, baba]"
a*|baa*|a*baa*|abaa*baa*,"positive example: [""a"", ""aa"", ""ba"", ""baa"", ""abaa"", ""abaaa"", ""baaa"", ""baaaa"", ""abaaabaa""],  
negative example: [""b"", ""bb"", ""aba"", ""aab"", ""baab"", ""abab"", ""bab"", ""bba"", ""abba""]"
(a+|b*a)*,"positive example: [a, aa, b, ba, aba, aab, baa, aaba, baaa], negative example: [ab, bb, aabab, bba, abab, baba, aabb]"
(a)*(baa)*((a)*(bbb)*)*,"positive example: [a, baa, aabbb, aaabaa, baaabbb, aabaaabbb], negative example: [b, ab, ba, bba, abbb, aabba, baaaab]"
(a|b)*aa,"positive example: [aa, aaa, baa, aabaa, bbaa], negative example: [a, b, ab, ba, baba]"
(aa*bb*)*,"positive example: [aab, aabbaab, aaabbb, ab, aabb], negative example: [aba, baa, bbaa, abab, aaabba]"
(a+bb*)*,"positive example: [a, ab, abb, aab, aabb, b, bb, bbb, abab, abbb], negative example: [ba, bba, aaab, abba, baba, baa, ababab, abbba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example: [""111"", ""000"", ""10101"", ""01010"", ""111000111"", ""000111000"", ""1010101"", ""0101010""],  
negative example: [""1100"", ""0011"", ""1011001"", ""0100110"", ""111001"", ""000110"", ""101100"", ""010011""]"
(0*1|0*111+),"positive example: [""01"", ""1"", ""0111"", ""00111"", ""0001111""], negative example: [""0"", ""00"", ""011"", ""001"", ""1110""]"
a*b+a*,"positive example: [ab, aab, aaab, bbb, abbb, aabbb], negative example: [ba, aba, aaba, baba, aabba]"
1*1*0*1*1*0,"positive example: [110110, 111100, 100110, 1111110], negative example: [11010, 11100, 10110, 110111]"
(0|1)*1(0|1)1*0*,"positive example: [ ""10110"", ""1100"", ""1110"", ""0110"", ""10010"" ], negative example: [ ""0"", ""1"", ""00"", ""11"", ""010"" ]"
(aa|ab|ba|bb)*a|b*(aaa),"positive example: [aa, baaa, abba, bbbaaa, aabba], negative example: [aab, baa, abab, bba, abaab]"
b*a(ab*a|b)*,"positive example: [ba, bba, baba, babba, baa, babaab, bbaabba], negative example: [a, b, ab, bbb, abab, babab, bbbab]"
(((a*)*b)*b)*(b),"positive example: [""b"", ""bb"", ""ab"", ""aab"", ""aabb"", ""ba"", ""bba"", ""abab"", ""aabab"", ""aababb""], negative example: ["""", ""a"", ""aa"", ""aaa"", ""baa"", ""aba"", ""aaba"", ""bab"", ""abba"", ""aabba""]"
0*0?|10+11*,"positive example: [""0"", ""00"", ""000"", ""1"", ""10"", ""100"", ""11"", ""111""], negative example: [""01"", ""001"", ""101"", ""1101"", ""011""]"
a*b(a*ba*b)*a*,"positive example: [""aba"", ""aabaa"", ""baa"", ""aababaa"", ""abababa""], negative example: [""ab"", ""aab"", ""bab"", ""aaba"", ""baab""]"
(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"positive example: [ba, bba, bbb, abba, abbba, baba, babba, babbab],  
negative example: [aa, aaa, aba, abab, abbb, b, bb, bbbbb]"
(a*|(bb)*)*b*,"positive example: [ ""a"", ""bb"", ""b"", ""aaab"", ""bbbb"", ""aabbb"", ""ab"", ""aabb"", ""bbab"", ""aabbb"" ], negative example: [ ""c"", ""abab"", ""ba"", ""abc"", ""baba"", ""aabbc"", ""bbabab"", ""aabba"", ""bbbaa"", ""ababab"" ]"
a+(a|b)+a,"positive example: [aaaa, aaba, aaabba], negative example: [ab, ba, aab, baa]"
(a|b)*aab(a|b)*b,"positive example: [aabaab, aabab, baabab, aabb, aabbb], negative example: [abab, baba, aaab, bbba, abba]"
"[a-b]((ba{2,})?)","positive example: [a, b, baa, abaa, bbaa], negative example: [aa, bb, aba, bba, baaa]"
(0)*(1*)+(0)*,"positive example: [0, 1, 00, 01, 10, 000, 001, 010, 100, 0000, 0001, 0010, 0100, 1000],  
negative example: [2, 11, 101, 110, 111, 011, 1010, 1100, 1111]"
(a)*(bb(b)*)*(b+a)*,"positive example: [a, aa, bbb, abb, aabbb, bbba, abbaa], negative example: [ab, ba, aab, baba, abab, baa, aabb]"
(a*b*)|(b*a*),"positive example: [ ""ab"", ""ba"", ""aab"", ""bba"", ""aaabbb"", ""bbbaaa"", ""a"", ""b"", ""aa"", ""bb"" ],  
negative example: [ ""aba"", ""bab"", ""aabba"", ""bbaab"", ""abc"", ""bac"", ""abab"", ""baba"" ]"
(ab)*|(ba)*|(aa)*|(bb)*,"positive example: [ab, ba, aa, bb, abab, baba, aaaa, bbbb, ababab, bababa], negative example: [a, b, aba, bab, abb, baa, aab, bba, abba, baab]"
a|b(a|b)+aaa(a)*,"positive example: [baaaa, aaaa, bbaaaa, abaaaa, baaaaa], negative example: [a, b, aa, bb, abba]"
(aba+aaa)*(a+b)*,"positive example: [""aba"", ""aaa"", ""abaa"", ""aaaa"", ""abaaa"", ""aaab"", ""abaab"", ""aaaab"", ""abab"", ""aaaba""],  
negative example: [""ab"", ""ba"", ""aab"", ""baa"", ""abba"", ""bb"", ""baba"", ""aabb"", ""bab"", ""abbb""]"
(a+b)*a*,"positive example: [a, aa, ba, aaa, baa, abaa], negative example: [b, bb, ab, bbb, abb, babb]"
0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example: ["""", ""0"", ""1"", ""000"", ""111"", ""101"", ""011"", ""1001"", ""0111"", ""10101"", ""01010"", ""1010101"", ""0101010""],  
negative example: [""01"", ""10"", ""0011"", ""1100"", ""010"", ""1010"", ""0101"", ""101010"", ""010101"", ""001010"", ""110101""]"
a*b*(ba+ab)*b*a*,"positive example: [""aabba"", ""bbaa"", ""ababab"", ""aaaabbb"", ""baabbaa""],  
negative example: [""abaab"", ""baaba"", ""aabab"", ""bbabba"", ""abbaa""]"
