Regex,Attempt Regex,ChatGPT Output
(a|(b*bb))*,(a|(b*b)*)*,"positive example: [b, bb, a, bab, bbb, bba, ab, baa, bbaa, abb]
negative example: [bbbba, aab, ababbb, aaaaa, bbbbbbb, abba, abbbb]"
(ab|ba)*,(((aa)|(bb)|(ab)|(ba))?)*,"positive example: [aa, bb, ab, ba, aaabbabb, bbbaaa, abab, bbaa]
negative example: [a, b, aaa, b, abb, bbb, baab, abbaaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+(1*0)*)*|(1+(0*1)*)*,"positive example: [0, 010, 101, 1, 0010, 110, 1001, 1110, 01]
negative example: [011, 1100, 1010, 1111, 100, 0110, 1011, 000, 111]"
(a|b)*baa(a|b)*b,(a|b)*|(baa)+b,"Positive examples: [ """", ""a"", ""b"", ""ab"", ""aa"", ""bb"", ""aba"", ""bab"", ""baaab"", ""baab"", ""baabaaab"" ]

Negative examples: [ ""ba"", ""abaab"", ""baabbaa"", ""bba"", ""aaaaba"", ""babba"" ]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b|a)*(aaa)a*,"positive example: [aaa, baaa, aabaaa, aaabaaa, abaaa, bbaa, aaaabaaaa],  
negative example: [aaab, aba, baa, ba, bb, ababa, a, bbbbb]"
0(0|1)*0,(0)*(0*1*)*(0)*,"positive example: [101, 000, 111, 01, 001, 1001, 01110, 0001]

negative example: [110, 01101, 10, 111111, 010101]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba)|((a|b)a*b))*)?,"Positive examples: [ab, aba, abab, abababb, ba, bab, baba]

Negative examples: [aab, baa, bb, bbb, babb, ababb]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)*aaa*,"positive example: [aa, abaababbaaa, abbaa, aaaaaa, bbbaaaa]
negative example: [baa, aab, abab, bb, baabba]"
(a|baa)*,(a*)+(a*|(b+a+a))+(a*),"positive example: [baa, aba, aaab, abbaaa, baabaabaaa], negative example: [bb, aaaaabaaa, bab, bbaaa, baaaab]"
(0*10*10*)*|0*,((0*|1)*(0*|1)*)*,"positive example: [000, 111, 0101, 000111, 101010]  
negative example: [2, 01x, 0011a, #01#, 10101@]"
(a|b)*baa(a|b)*b,(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,"positive example: [baa, bbaaa, abbaa, aabaa, bababaa]
negative example: [abab, aaa, bbb, ababab, baabab]"
(a|b)*baa(a|b)*b,(baa)*(a|b)*(baa)*b,"positive example: [abb, bab, b, baaabb, baab, baaabab]  
negative example: [ba, aba, aab, bb, aaa, baa, ab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?(0|1)?(0|1)?,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111], negative example:[0000]"
(a|b)*(bab)(a|b)*,(a*b*(bab)*a*b*)*,"positive example: [baaba, bab, aba, aa, bbaba, ababab]
negative example: [baa, babb, abba, bba, abababab, baba]"
(a|(b*bb))*,(a*(bb*)*a*)*,"positive example: [bab, a, abba, aa, aabb, bb, abbba, baab, bbaa]
negative example: [aaaabbb, bbab, ab, bba, abbb, ba, aaaba, ababab, bababab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,"positive example:[0, 1, 001, 111, 10101, 010, 000, 1001, 1100, 010101],
negative example:[10, 11, 0011, 110, 01110, 0001, 1110, 1010, 1111, 0000]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa(a)*,"positive example: [aaa, aba, aabaa, baaabaa, bbaaa, bbbaaaa]
negative example: [a, b, ab, baa, aaab, babaa]"
(a|(b*bb))*,(a*|(b*bb*)+)*,"positive example: [ """", ""a"", ""aaa"", ""b"", ""bb"", ""bbb"", ""ab"", ""aabb"" ]  
negative example: [ ""ba"", ""bba"", ""abba"", ""bab"" ]"
a+b,(a|b)+b,"positive example:[bb, abb, aabbb, abbb, babb, bbb]  
negative example:[b, ab, a, aa, ba]"
(a*ba*b)*a*ba*,(a|b)*(b)(a|b)*,"positive example: [b, bb, aba, bab, ababa, bbabb]
negative example: [a, aa, aaa, ab, ba, abab]"
001|1010|110,(001|1010|110)+,"positive example:[001, 1010, 1100011010, 110110, 1010101010, 001001]
negative example:[0, 10, 011, 1100, 111, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*0*)|(1*0*1*))*,"positive example:[0101, 00, 11, 1010, 010101, 1100, 01, 10], negative example:[011, 100, 0011, 111, 000111, 0110]"
(0|10*1)*,(0*1?0*1?0*)*,"positive example:[, 0, 01, 10, 101, 010, 000, 001, 111, 000101]
negative example:[1111, 110, 0111, 1010, 1001, 1101, 011, 10011, 01011]"
(a*ba*b)*a*ba*,a*b(a*|ba*|b)*a*,"Positive example: [aba, abba, aaba, aaab, ababab]
Negative example: [ab, baa, bba, bb, abab]"
001|1010|110,(001|1010|110)*,"positive example:[, 001, 001001, 1010, 110110, 0011010110, 1101010, 1010011010]
negative example:[0, 011, 1100, 100, 101, 0010, 101, 0011]"
(0|10*1)*,(0*(10)*1*)*0*,"positive example: [1001, 101, 100, 1101, 0, 10, 110, 10011, 10001, 10010]
negative example: [11, 111, 0011, 1010, 010, 1100]"
/#(/|a|b|##*(a|b))*##*/,(/#)|((a|b|/?)|#)*|(#/),"positive example: [""/"", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aaa"", ""#"", ""/#"", ""#/""],  
negative example: [""c"", ""ac"", ""bc"", ""#c"", ""a#"", ""b/"", ""/a#"", ""ab/""]"
(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))|(a*))+b+(((a*)+b+(a*)+b+(a*))|(a*)),"positive example: [baa, babababababb, b, ba, bba, abbaa, bb, aaaab]
negative example: [bababab, bbab, ababab, bab, abababa, abbab]"
a(a|b)a(a|b)*,a(a|b)*aa*b*,"positive example:[aaab, aabaa, abbaa, aaaa, abaab],negative example:[b, ab, bb, ba, aababaa]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b))*,"positive example: [ababb, abababbabb, aba, abba, ababab, bababaa, babba]  
negative example: [bbba, bb, aa, baaa, abbb, bbbab, abbba]"
(a|(b*bb))*,a?(a|bb*)*,"positive example:[, aab, aa, abb, abbbb, aba, abba, a, aaa], negative example:[b, bab, ba, bbb, bbbbb, bbba, abbab]"
(a|b)*baa(a|b)*b,(a|b)*(baa)*(a|b)*b,"positive example: [baa, bbaab, ababbaa, bbbaa, baaab, abbaa, bbaa]

negative example: [bb, aab, b, aaa, baba, bba, ab]"
(a|baa)*,(b|aa|a)*,"positive example: [b, aa, a, baa, aaa, ab, bb, aab, aba]
negative example: [c, abac, bac, caa, aacb, baac, aaac]"
(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*,"positive example:[, aaabbabb, abab, baba, ababba, babbaa, aabb]
negative example:[a, ababa, baaab, aab, b]"
0(0|1)*0,(0|(0|1)*0),"positive example:[0, 00, 1000, 1100, 1010], negative example:[1, 11, 111, 1011]"
(a|(b*bb))*,(a|b)*bb(a|b)*|a*,"positive example: [aa, bb, ababbab, abb, a, aaa]  
negative example: [b, ba, abab, bab, bba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)a*)*,"positive example: [ε, abb, abababa, babba, ba]
negative example: [aa, bbb, aba, bba, aabb]"
(a|b)*baa(a|b)*b,(a|b|baa)*b,"Positive example: [abb, b, ab, baab, babb]  
Negative example: [a, aa, ba, baa, ]"
b*a*,a*b*a*,"positive example:[, a, aa, ab, b, ba, aab, aba, baa, bba], negative example:[ba, bab, abba, bbb, abb]"
001|1010|110,001|10101|1010|110,"positive example: [001, 10101, 1010, 110]  
negative example: [0, 111, 100, 010, 101]"
(b|(a*aa))*,(b*|ab+)*aa(a|b)*|b*,"positive example: [babaaab, bb, aa, b, baa, bababaa, bbbaa, aaaa]
negative example: [a, abb, ab, aba, abaa, aab, aabaa]"
(a|b)*(bab)(a|b)*,(a*|b*)*|bab|(a*|b*)*,"positive example: ["""", ""a"", ""b"", ""aa"", ""bbb"", ""abab"", ""bab"", ""aaaabbbb"", ""baaa"", ""bbbbaba""]
negative example: [""abba"", ""baba"", ""ababab"", ""abbaaaa"", ""babaa"", ""ab"", ""babbb"", ""baab"", ""aabbab"", ""babb""]"
(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*,"positive example:[, abaababba, bbaab, aaab, ababab, babaaa],
negative example:[a, c, abb, baaaa, aabbaa]"
(0*10*10*)*|0*,(0*|1)*,"positive example: [0, 1, 00, 11, 0101, 1010, 000111, 111000, 0011]  

negative example: [2, 10a, 01b10, 0x1, 011!, abc, 00#1]"
(ab|ba)*,(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*,"positive example:[, aaabbabb, ababaa, ababab, baba, baabba, bbaabab, aabbaabb]
negative example:[a, ab, ba, b, aaabaa, aaaa, bbb, abbaabab]"
a+b,[a]*[ab],"positive example: [a, ab, aab, aaab, b]  
negative example: [bb, aaa, baa, abba, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*((10)*(0*1*)*(01)*)*(0*1*)*,"Positive example: ["""" (empty string), ""0"", ""1"", ""01"", ""001"", ""10"", ""1100"", ""1001"", ""010""]
Negative example: [""11"", ""000"", ""1110"", ""1010"", ""0011"", ""1101"", ""0110"", ""10101"", ""11101""]"
(0*10*10*)*|0*,(0?1?0*1?0*)*,"positive example:[111, 01, 00, 10, 110, 100, 1001], negative example:[011, 101, 000, 1110, 1010]"
a+b,(a*)b,"positive example:[b, ab, aab, aaab], negative example:[bb, c, abc, ba]"
(a|(b*bb))*,((a|b)*bb(a*b*))|a*,"positive example: [a, aaa, bb, bbbbb, bbbb, aabbbb, abbbaab, abaaabbb, aabbb, aa]
negative example: [b, ab, abba, bab, ba, babb, bbbbba, bbab]"
(a|(b*bb))*,(a)*(ab|ba|b|a)*(a)*,"positive example: ["""", ""bbaaab"", ""ab"", ""ba"", ""b"", ""a"", ""aab"", ""abab"", ""baab"", ""abb"", ""bab"", ""aabb""]
negative example: [""bbab"", ""aaba"", ""bbaa"", ""baba"", ""abbb"", ""aa"", ""bb"", ""aaa"", ""bbb""]"
(ab|ba)*,((ab)|(ba))*((a|b)(b|a))*,"positive example: [aabb, abab, baba, abba, baab, bbaa, ababab, bababa, ababba, bababb]  
negative example: [a, b, aba, bab, abb, baa, aa, bb, aabab, bba]"
(a|b)(a|b)+aaa+,(a|b)+aaa(a)*,"positive example: [baaa, abaaa, aaaabaa, baaaaa]
negative example: [aaa, bbb, baa, abaa, aaaaa]"
(ab|ba)*,(aa|bb)*|(ab|ba)*,"positive example: [aa, bb, ab, ba, aabb, bbaa, abab, baba, abba, baab]  
negative example: [a, b, aaa, bbb, aba, bab, baa, abb]"
(a|b)*baa(a|b)*b,((b|a)*b+a+a*(b|a)+b),"positive example:[bbbaaab, abababab, babab, bbabaaa]
negative example:[abab, abba, aab, baa]"
(a|b)(a|b)+aaa+,(a|b)+(aaa),"positive example: [baaa, abaaa, baaabaaaa, bababaaa]  
negative example: [aaa, aaaab, aaaa, aaba]"
(a*ba*b)*a*ba*,a*b(a*b)*a*,"positive example: [baa, bbb, aabab, aab, aba, baaabab, abbba]
negative example: [baba, bbab, aaaab, ababa, babb, aaab, ab]"
0*(10*1)*0*,0*(10*10*)*,"Positive example: [, 0, 10, 010, 01010, 001111, 0001010]
Negative example: [1, 011, 111, 001, 110, 101111]"
(a|(b*bb))*,(a|b*bb*)*,"positive example:[, a, b, aa, bb, aba, bab, abba, bbb]
negative example:[bbbabb, aaaa, bbaab, aaab, abbaba]"
(ab|ba)*,(ab|ba)*(aabb+bbaa+baba+abab)*,"positive example:[ab, ba, abab, baba, abbaabab, baabaabbaaabab]
negative example:[abbbb, baabaabababaa, babaababbaab, aabbabaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(0|1)*0*)|(1*(0|1)*1*),"Positive example: [0, 1, 00, 11, 010, 101, 00100, 11011]

Negative example: [0101, 1010, 0011, 1100, 10010, 01101]"
(a*ba*b)*a*ba*,((a*(bb)*a*)ba*)+,"positive example: [bab, b, bba, abab, abbab, bbbbb, abba]
negative example: [aa, aaaaa, baabaa, aabb, bbbabba, a, ababab]"
(ab|ba)*,((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*,"positive example:[abaa, baba, abbaaaa, baababba, baab, abab]
negative example:[aaa, bbb, ab, ba, b]"
(a|b)*(bab)(a|b)*,(a|b)*(bab)*(a|b)*(bab)*(a|b)*,"Positive example: [bab, abab, bbabbabab, bababab, babbabab, ababbab, babbab]

Negative example: [a, b, aa, bb, aaa, bbb, ab, ba, aab, bba, abba, baab]"
(a|baa)*,(a*|baa*)*,"positive example: [ε, a, aa, ba, baa, aaa, abaa, abaaa, baaa]  
negative example: [b, bb, bab, ab, abaab, bba, aab]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*aaa,"positive example: [aaa, aaaa, baaa, aaab, baaab, aabaa, abaaa, bbaaa, abbaaa, babaaa, aabaaa, abaaa, bbbaaa, bbbbaaa, abbbaaa]  
negative example: [aa, ab, ba, bba, abab, aabb, b, aaaba, baa, bbb, aba, aaaaaaaaa]  "
a+b,(aa*)b+,"positive example:[ab, aab, aaab, aaabb, abb, aabb], negative example:[a, bbaa, abab, b, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*,"positive example:[0, 11011, 001100, 111, 00110], negative example:[10100, 010101, 11]"
a+b,(a)*(b+),"positive example:[b, aab, ab, aaab, aabb]
negative example:[a, baa, aba, a, ba]"
(ab|ba)*,((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*,"positive example:[, aaabbabb, ab, ba, abababaa, abbbaa, babb, baabba, bb, aaabbb]
negative example:[a, abaa, baa, aba, b, ababababa, abba, bababa, bba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*(1*0*)*|1*(0*1*)*,"positive example: [0, 1, 00, 111, 0101, 11011, 000111000, 111000111, 0, 10, 1001, 101010, 0110, 1110, 100111000], negative example: [01, 10, 101, 110, 00110, 011, 1011, 010, 11101, 0100, 1100, 1010101, 01010, 110110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*,"positive example:[0, 1, 000, 111111, 101010, 0101010, 001101, 110010]
negative example:[010101, 01120, 10101a, 110110110]"
(ab|ba)*,(aa*|bb*)*,"positive example: [ba, """", ab, aa, bb, aabb, bbaa, abba, abab, baba, aaaa, bbbb], negative example: [aaa, bbb, aab, abb, baa, bba, aaab, bbba, aaaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|1+(0+1+)*|0+(1+0+)*,"positive example: [0, 1, 111, 000, 0110, 1100, 1010, 01001, 1010101]  
negative example: [01, 10, 011, 100, 11001, 01010101, 0001]"
(a|b)(a|b)+aaa+,((a|b)*(a|b))aa(a)*,"positive example: [aa, baa, aaaa, baa, babaa]  
negative example: [a, ab, ba, bbaa, aba]"
0(0|1)*0,0*(1|0)*0*,"positive example:[, 0, 00, 101, 100, 000, 010, 001, 0110, 0010], negative example:[10, 111, 1011, 110, 0011]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa(a)*)*,"positive example: [baba, abab, aa, aaa, abaa, baaaa, abaaaa, baa, bbbaaa]

negative example: [b, bb, ab, ba, bbb, aaaab, a, aaaaab, aaab]"
(ab|ba)*,((aa)|(bb)|(ab)|(ba))*,"positive example:[aa, bb, ab, ba, aabba, bbab, abab, babbaa],negative example:[aaa, bbb, aabaa, bab, abba]"
0*10*(10*10*)*,(0|1)*1(0|1)*,"positive example:[1, 11, 0101, 1100, 0001], negative example:[0, 010, 000, 1110, 011]"
(0|10*1)*,1*|(0|1)*,"positive example: [1, 11, 111, 1110, 110, 100, 0, 01, 010]  
negative example: [2, 1102, 30, abc, 00]"
0(0|1)*0,(0+(0|1)*0+)*,"Positive examples: [00, 0001100, 01010, 0000, 0001000]
Negative examples: [1, 011, 101, 1110, 10]"
b*a*,(b|a)*,"positive example:[, a, b, aa, bb, ab, ba, aba, bab, aaab], negative example:[c, ac, bc, abc, cab, d, ad, e, f]"
(a|baa)*,(baa*|a*)*,"positive example: [a, aa, baa, baaa, aba, babaa, abaaa, aaa, baaabaa]
negative example: [b, bb, ab, ba, bba, bab, aab, abab, bbbaa]"
(ab|ba)*,((ab)*(ba)*)*|abb*ba,"positive example:[ababa, abbba, abba, baabba, ababba], negative example:[b, aab, bab, bbab, ab]"
(a*ba*b)*a*ba*,(a|(ab)*b)+(ba)*,"positive example: [a, ab, bb, abb, abab, ababb, bba, bab, babba, bbb]
negative example: [b, baa, baab, aab, abba, abbaaa, ba]"
(ab|ba)*,(ab|ba)*(aa|bb|ba|ab)*,"positive example:[ab, ba, aa, bb, abab, baba, abaa, baab, bbab, aabb, aaab, bbba], negative example:[a, b, aba, bab, abb, baa, aaa]"
b*a*,(a+)*b*a*,"positive example: [a, b, aa, bb, baa, abaa]  
negative example: [abab, baab, bbaaa, aba, baba]"
a+b,(a)*(b)*,"positive example: [ , aabb, a, aa, b, ab, aabbb, aaaa, bb]
negative example: [ba, aba, bab, abba, aaba, bbba]"
a(a|b)a(a|b)*,a+(a|b)+a+(a|b)*,"positive example:[aaaa, aaabaa, abababaa],negative example:[a, ab, baa]"
/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)*#*)*#/)*,"Positive examples: [/#/ , /#/#/ , /a#/#/ , /b#/#/ , //b/#/]

Negative examples: [/ , // , /a/ , /b/ , /#a#/ , /#b#/ , /##/]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example: [10101, 101, 00, 11, 01010, 1, 0, 10, 110, 1001]  
negative example: [01, 010, 011, 1100, 1110, 1010, 0011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*),"positive example: [0, 1, 00, 11, 01011, 10, 010, 10010, 101, 01]  
negative example: [110, 0110, 1010, 011, 1000, 1110, 0011]"
b*a*,(((a+)|b+a*))*,"positive example: [ab, aba, a, aa, bab, abb, aab, b]
negative example: [bbaa, baab, bbb, abba, aabb, bb]"
a+b,(a+)*(b),"positive example:[ab, b, aab, aaab, aaaaab], negative example:[a, aa, aaa, ba, aba]"
a+b,a(a*b*)*b,"positive example: [ab, aabb, abbb, aaab, abb, abab], negative example: [b, aa, bb, aaa, baa]"
(ab|ba)*,(a*|b*)*(aa|ab|ba|bb)*,"positive example: [b, a, aa, ab, ba, bb, aaa, bbb, abab, baba, bbaa, aabb]
negative example: [abc, baab, aaaaab, bbbbba, aabbb, c, abac, bacb, babc, aaba]"
(a*ba*b)*a*ba*,(a*)+b+((a*)|(b+(a*)+b))+(a*),"positive example: [babab, baaab, bbab, bbbbb, aaaab]
negative example: [bababb, abab, aaabb, babbb, bbaab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)?(0|1)?,"positive example:[0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111]

negative example:[, 0000, 00000, 222, 1111, a, 01a, 0111]"
(ab|ba)*,((ab)|(ba))*(aa|ab|ba|bb)*,"positive example:[aa, ab, ba, bb, abaa, baba], negative example:[a, aaa, bbba]"
(a|b)(a|b)+aaa+,(ab|aa|ba|bb)*(aaa)*,"positive example: [aa, ab, ba, bb, aaa, ababaaa, baba, aaabbaaa, bbabbaaa]
negative example: [a, b, ababa, aab, babaa, aaaa, ababab]"
(ab|ba)*,(ab|ba)*|(aa|ab|bb)*,"positive example:[ba, aa, ab, bb, baab, abba, aaabab],negative example:[a, aaa, bbb, ababab]"
a+b,(a)*b,"positive example: [b, ab, aab, aaab, aaaab]

negative example: [ba, bb, aba, a, abbb]"
a+b,(a*b{1}),"positive example: [b, ab, aab, aaab]
negative example: [, bb, abb, ba, baa]"
(a*ba*b)*a*ba*,(a*(b|bbb)*)*,"positive example: [ba, bbb, aab, abbb, aaabbbb],  
negative example: [bba, abba, bbbbba]"
(a*ba*b)*a*ba*,b|(bb*|a*|bab*)*,"positive example: [b, a, aa, baa, bab, bb, bbb, babb, ab]
negative example: [c, bac, abc, x, yab, abba, ca]"
(a|b)(a|b)+aaa+,"[ab]{2,}","positive example:[aa, bb, aba, ababab, baaa, bbaa],negative example:[b, a, ab, ba, aaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a|bb|ba(a|b))*(b|ba))?,"positive example: [b, ba, ab, aabab, aabba, ababba, bbb, baba]
negative example: [aba, aa, abba, bab, baa, bba, abab, aaaa]"
001|1010|110,(0|1)*(01)*(0|1)*,"Positive examples: [01, 010, 011, 001, 0101, 101, 1001, 10101]

Negative examples: [1, 0, 111, 000, 110, 100, 01010, 0011]"
(0(0*|1+0)*)|(1(1*|0+1)*),((10*)*1+)*|((01*)*0+)*,"positive example: [101, 1001, 0110, 111, 000, 1101, 01000]

negative example: [110, 001, 100, 011, 01011, 0011, 1110]"
(a|b)(a|b)+aaa+,(a*|b*)+(a*|b*)+aaa+,"positive example: [aaa, baaa, aaaa, bbaaa, abaaa]  
negative example: [aa, aab, baa, abab, bbbb]"
a(a|b)a(a|b)*,a(a|b)(a|b)*,"positive examples: [ab, aba, aab, aabb, abab, abaa]   
negative examples: [b, abb, baa]"
(ab|ba)*,((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*,"positive example:[, abaa, baab, abab, aaaa, bbbb], negative example:[a, aa, b, aba, bab]"
(a|b)(a|b)+aaa+,(a*b*)*a*a*a,"positive example: [aaa, baaa, baba, abaa, bbaa, bbbaaa]  
negative example: [ab, bbb, bab, aab, bb, abbb]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa,"positive example: [baaa, aaaa, abaaa, bbaaa, abaaba, baaaaa]  
negative example: [aaa, a, aa, baa, bbba, ab]"
(a*ba*b)*a*ba*,((a|b)*|(a|bb)*)*b((a|bb)*|(a|b)*),"positive example: [b, bb, abbb, abb, abab, babbb, bab, bba, bbab],  
negative example: [a, ba, aaa, aa, aba, aab, bbaaa, abaa, abbbb]"
(ab|ba)*,(ab|ba)*(ab|ba|aa|ab)*,"positive example:[, aaba, abab, baba, abaa, baaa, ababab, bababa], negative example:[a, b, aa, bb, aaa, aba, bab]"
/#(/|a|b|##*(a|b))*##*/,(/#((a|b|/)#*)*#/)*,"positive example: [/#/, /#/#/, /#/#/#/, /#/#/#/#/]

negative example: [#, ##, /##/, /#a/, /#b/, /a#/]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0*)*|1*(10*1*)*,"positive example: [0, 0110, 101, 1100, 01010], negative example: [0111, 100, 11011, 01001, 111]"
(ab|ba)*,(a|b)*(a|b)*,"positive example: [a, b, ab, ba, aa, bb, abab, baba, aabba]
negative example: []"
(0(0*|1+0)*)|(1(1*|0+1)*),(0?)|1|(0(0|1)*0)|(1(0|1)*1),"positive example: [0, 1, 00, 11, 0010, 1001, 1011]  
negative example: [01, 10, 001, 110, 000, 111]"
(a|baa)*,(a|b|baa+)*,"positive example: [a, b, baa, ab, aa, baaba]
negative example: [baaa, bbaa, c, bb, baaab]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*,"positive example:[, aaabbabb, abaa, babb, bbaabb, abbbaa, aabbaabb], negative example:[a, bababa, abaaa, aab, baaa, bbac]"
a+b,[a]*b,"positive example:[aab, ab, b], negative example:[aabb, ba, bb]"
0*10*(10*10*)*,(0*10*)*0*10*,"positive example:[10, 110, 001110], negative example:[11011, 10100, 0011]"
0(0|1)*0,0*|0(0*1*)*0,"positive example: [0, 00, 000, 0000, 010, 0001000, 00010100, 001100]
negative example: [1, 10, 011, 100, 101, 1100, 0101, 00110]"
(a|b)(a|b)+aaa+,[ab]*a{3},"positive example: [aaa, abaaa, aaaaa, baaabaa, abaabaa, baaaaaa], negative example: [aa, abab, abba, a, bb]"
b*a*,((a*)|(b+a*))*,"Positive example: [ab, aba, aabba, b, aa, bab, a, bbba]

Negative example: [c, ac, abc, bac, bbac, aac, bbbac, abab]"
(a|b)*baa(a|b)*b,(a*|b*|baa)+b+,"positive example: [bab, baab, baaab, aaab, bbab, ab]
negative example: [aaa, bbb, bb, abaa, aaaa, baa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[01]*[10]*,"positive example: ['', '0', '1', '00', '10', '01', '11', '000', '110', '100', '010']

negative example: ['101', '1110', '0110', '1010', '0011', '1101']"
b*a*,((a)+|b+a*)*,"positive example: [ , ab, aaa, abab, a, b, bb, baa, bba, ababaa ]
negative example: [ ba, bbba, aab, abba, aaab, bbb ]"
(a|b)*(bab)(a|b)*,(a|b|bab)*(bab)*,"positive example: [bab, abab, bbabab, bbbab]
negative example: [aabab, baba, aa, bba]"
a+b,(a*)(b{1}),"positive example:[ab, b, aab, aaaab]
negative example:[, bb, a, abb, aaabb]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*(aaa),"positive example:[aaa, baaabaaa, abaaa],negative example:[aba, aabbaa, a]"
0*10*(10*10*)*,(0|1)*,"positive example: [ε, 0, 1, 00, 11, 01, 10, 001, 110, 101, 010], negative example: [2, a, 01a, 110b, !, $, 02, 1112]"
(a|b)(a|b)+aaa+,((a|b)|(b|a))(a|b)*(a)(a)(a)(a*),"positive example:[baaaaa, aabaaaa, abbaaaaa, baaabaa, babaa, ababaaa], negative example:[bbb, aaab, aac, ab, baba]"
b*a*,aa*|(a?|b)*(a|b?)*,"positive example: [a, aa, aaa, ab, b, ba, aba, bb, aab, abb, aabbaa], negative example: [c, ac, bc, abc, ababcb, aabbcc]"
a+b,a(a|b)*b,"positive example: [aab, abb, aabab, aabb, ab]  
negative example: [aa, bba, a, b, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*,"positive example: [00, 11, 101, 0100, 11011], negative example: [111, 000, 00101, 01010, 10000]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)(a)*,"positive example:[ababaaa, aabaaa, baaabaaa, abaaa, babaabaa, baaamaa, baaaaaa], negative example:[b, aa, bb, ba, ab, abab]"
(ab|ba)*,(ab|ba)*|(aa|bb)*,"positive example: [ab, ba, abba, baab, aa, bb, aba, bab, aabb, bbaa]  
negative example: [a, b, aaa, bbb, abab, baba, aaaa, bbbb]"
(a*ba*b)*a*ba*,a*b+(a*|(b(a*)b))+a*,"positive example: [aababab, babb, ababba, bbaabba, aabbaa]
negative example: [bab, ab, aa, bbb, aba]"
(ab|ba)*,(aa|bb)|(ab|ba)*,"positive example: [aa, bb, ab, ba, abba, abab, baba, baab, bababa], negative example: [a, b, aaa, bbb, abababa, abaaa, babbb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(((0+1*)*0+)*|((1+0*)*1+)*)*,"positive example:[, 0, 1, 01, 10, 001, 110, 000, 111, 0101, 1010, 0000, 1111],
negative example:[11, 00, 0011, 1100, 01010, 10101, 1001, 0110]"
b*a*,((a+)|a*b+a*)*,"positive example:[, bab, a, ababab, ab, baa, bbbaaaa, aaaba], negative example:[bb, bbb, ba, aba, bbbba, aabb]"
0*10*(10*10*)*,0*(11)*1(0|1)*,"positive example: [001, 111, 1101, 011, 1111, 0110, 1100]  
negative example: [000, 10, 100, 110, 01, 010, 1110]"
