Attempt Regex,DeepSeek Output
(a|(a*b*(aa)a*)*)*,"positive example: [, a, aa, aaaa, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, abbaaa, baaa], negative example: [b, ab, aba, aaba, aabbaa, baaab, baba, bb, bbaa]"
(aa|ab|ba|bb)*(a|b)*aaa,"positive example:[aaa, aaaa, aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, aabaaa, abaaaa, baaaaa, bbaaaa], negative example:[a, b, aa, ab, ba, bb, aab, aba, baa, bbb]"
a*|(a|b)*aa,"positive example:[, a, aa, aaa, aaaa, baa], negative example:[b, ab, ba, bb, aba, abb]"
a|a*b,"positive example:[a, aab, ab, b],negative example:[aa, bb, ba, aaa]"
(ab|ba?)*(aa|ab|bb|ba)*,"positive example: [, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baa, baaa, baaaa], negative example: [a, b, aba, abb, bab, baba, babb, bba, bbba]"
001|110|10101|1010,"positive example:[001, 110, 10101, 1010],negative example:[000, 111, 1011, 0101]"
(((a|b)a*ba)|((a|b)a*b))*,"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba], negative example: [aa, aaa, ba, bb, baa, baaa, bba, bbb]"
(a*b+a*)*,"positive example:[, aaba, ab, aba, abaa, abaaba, abba, ba],negative example:[aa]"
([ab](a)*(bb)*)*,"positive example: [, aabb, ba, baabb, babb, babbbabb, babbbb, bbb], negative example: [abab, aaab, bbaa, abba, baba, aabba, baaab, ababab]"
/#*(a|b|/|(#*(a|b)))*#*/,"positive example:[/###a#/, /##/, /##a#/, /##b#/, /#/#/, /#a##/, /#a#/, /#a/, /#aa#/, /#b#/, //, /a#/],negative example:[/#c/, /ab/, /a/b/, /#a#b#/, /##ab/, /#a#c#/, /#a##b/, /#a#d/, /#a#1/, /#a#*/, /#a#?/, /#a#+/]"
(a|b)+aaa,"positive example:[aaaa, aaaaa, baaa],negative example:[aaa]"
((aa)*|(bb)*)(aa|bb|ab|ba)*,"positive example:["""", ""aa"", ""aaaa"", ""aaaaaa"", ""aaab"", ""aaba"", ""aabb"", ""bbaa"", ""bbbbaa""], negative example:[""a"", ""b"", ""ab"", ""ba"", ""aba"", ""bab"", ""bba"", ""aab"", ""bbab"", ""abaa""]"
(a*|b?)+,"positive example:["""", ""a"", ""aa"", ""b"", ""bb""], negative example:[""ab"", ""ba"", ""aba"", ""bab""]"
(a|b)+(aaa)+,"positive example:[aaaa, aaaaa, aaaaaaa, baaa],negative example:[a,aaa]"
(aa|bb|ab|ba)*,"positive example:[, aa, aaaa, ab, ba, bb], negative example:[a, b, aab, aba, bba, bbb]"
((1+0*1+)*)|((0+1*0+)*)|(0|1)*,"positive example:["""", ""0"", ""00"", ""0010"", ""01"", ""010"", ""0100"", ""010010"", ""0110"", ""1"", ""10"", ""1001"", ""101"", ""1011"", ""101101"", ""11"", ""1101""],  
negative example:[]"
a*b+(a|ba*b)*,"positive example:[aaba, ab, aba, abaa, abba, abbaab, abbab, abbb, b, ba],negative example:[aa]"
(0*)(0*1*)*(0*),"positive example:[, 00, 000, 00010, 001, 0010, 00100, 001010, 00110, 010], negative example:[1, 01, 011, 0110, 0111, 101, 110, 111]"
[a]*[baa]*,"positive example:[, a, aa, aaa, ab], negative example:[b, ba, aba, aab, baaa]"
(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)),"positive example: [aabbbabb, ababbbabb, abbabb, abbabbbabb, abbbaabb, abbbab, abbbababb, abbbabb, abbbabbb, abbbb, abbbbabb, abbbbb, b, babb, bbabb, bbbabb], negative example: [aa, aab, aaba, ab, aba, abaa, abab, abba, abbaa, baa, baab, baba, bba, bbaa, bbab, bbba]"
(a|(b*b)*)*,"positive example: [, a, aa, b, bb, bbb, bbbb], negative example: [ab, ba, aba, bab, baba, abab]"
(((aa)|(bb)|(ab)|(ba))?)*,"positive example: [, aa, aaaa, ab, ba, bb], negative example: [a, b, aab, aba, baa, bab, bba, abb]"
(0+(1*0)*)*|(1+(0*1)*)*,"positive example:[, 0, 00, 0010, 010, 010010, 01010, 0110, 1, 1001, 101, 10101, 101101, 11, 1101],negative example:[01,10]"
(a|b)*|(baa)+b,"positive example:[, a, aa, b, baab, baabaab], negative example:[ba, baaa, abaa, baba, aabaa]"
(aa|ab|ba|bb|b|a)*(aaa)a*,"positive example:[aaa, aaaa, aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, abaaaa, baaaa, baaaaa, bbaaaa],negative example:[aa, ab, ba, bb, b, a, aba, abb, baa, bab]"
(0)*(0*1*)*(0)*,"positive example:[, 00, 000, 00010, 001, 0010, 00100, 001010, 00110, 010],negative example:[1, 01, 011, 0110, 0111, 101, 1010, 110, 1100, 111]"
((((a|b)a*ba)|((a|b)a*b))*)?,"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba], negative example: [aa, aaa, aaaa, ba, bb, baa, bba, bbb, abaa, abab]"
(ab|aa|bb|ba)*aaa*,"positive example:[aa, aaa, aaaaa, abaa, abaaa, abaaaa, ababaaa, baaaa, bbaaa],negative example:[a, b, ab, aba, abb, baaab, baba, bbb]"
(a*)+(a*|(b+a+a))+(a*),"positive example: [, aa, aaa, aaaa, abaa, abaaa, abaaaa, abbaaa, baa], negative example: [b, ab, aba, abb, baaaab, baba, bb, bbaa]"
((0*|1)*(0*|1)*)*,"positive example:["""", ""0"", ""00"", ""000"", ""0000"", ""01"", ""10""], negative example:[]"
(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,"positive example:[aabbaaba, abaaba, abbaaba, abbbaaba, baa, baaba, baabaaba, babaa, babaaa, babaaaab, babaaab, babaaabb, babaab, babaaba, babaabaa, babaabaaba, babaababa, babaabba, bababaaba, bbaaba, bbabaaba],negative example:[baba]"
(baa)*(a|b)*(baa)*b,"positive example: [abaab, b, baaaabaab, baaab, baaabaab, baaabaabaab, baabaaabaab, baabaab, baabbaab], negative example: [aa, aab, abaa, baaa, baa, baaba, baba, bb, bbaa]"
(0|1)?(0|1)?(0|1)?,"positive example:[, 00, 000, 001, 010, 100],negative example:[0000]"
(a*b*(bab)*a*b*)*,"positive example: [, aabbabab, abab, ababab, abbaba, abbabaab, abbabab, abbabababbabab, abbababb, abbabb, abbabbabab, abbbabab, bbabab], negative example: [aabba, baba, abbaa, abababa, bbaa, aababba, bababab, aaabbb, ababba, bbaab]"
(a*(bb*)*a*)*,"positive example: [, aa, aabba, aba, abb, abba, abbaa, abbaabba, abbba, abbbba, bba], negative example: [ab, aab, bab, baba, babb, bbaba, bbbaa, bbbab, bbbbaa]"
0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,"positive example: [, 0, 00, 000, 010, 0100, 01000, 01000100, 010100, 01100, 1, 10011, 101, 101011, 1011, 10111, 10111011, 11, 111], negative example: [01, 10, 001, 100, 0110, 1001, 1010, 1100, 0001, 1110]"
(a|b)(a|b)*aaa(a)*,"positive example: [aaaa, aaaaa, aaaaaa, aaaaaaa, abaaaa, baaa, baaaaa], negative example: [aa, aaa, aba, baa, abba, baba, bbb]"
(a*|(b*bb*)+)*,"positive example: [, a, aa, bb, bbb, bbbb, bbbbbb], negative example: [b, ab, ba, aab, aba, bba, baba]"
(a|b)+b,"positive example:[aab, ab, bb],negative example:[b]"
(a|b)*(b)(a|b)*,"positive example:[aaba, ab, aba, abaa, abb, b, ba, bba],negative example:[aa, aaa, aaaa, aabaa, aabbaa]"
(001|1010|110)+,"positive example:[001, 001001, 1010, 110], negative example:[000, 111, 0101, 1001]"
((0*1*0*)|(1*0*1*))*,"positive example:[, 00, 0010, 01, 010, 0100, 010010, 0110, 10, 1001, 101, 1011, 11, 1101], negative example:[001, 011, 100, 110, 0001, 0011, 0101, 0111, 1000, 1010, 1100, 1110]"
(0*1?0*1?0*)*,"positive example:[, 0010, 001010, 0100, 010010, 0101, 01010, 010100, 0101001010, 010110, 0110, 011010, 1010],negative example:[0, 1, 00, 11, 000, 111, 01001, 1001, 1100, 10101]"
a*b(a*|ba*|b)*a*,"positive example:[aabaa, aba, abaa, abaaa, abba, abbaa, abbaaa, b, baa],negative example:[aa, a, abab, bab, baba, bbbb, aaaa, ababab, bbaab]"
(001|1010|110)*,"positive example:[, 001, 001001, 1010, 110], negative example:[000, 1001, 1110, 1011]"
(0*(10)*1*)*0*,"positive example:[, 0, 001010, 010, 0100, 0101, 01010, 010100, 0101010, 010101010, 010110, 1010], negative example:[1, 01, 011, 0110, 0111, 101, 1011, 110, 1101, 111]"
(/#)|((a|b|/?)|#)*|(#/),"positive example: [, #, #/, /, /#, //, a, aa, b], negative example: [c, ab#, a/b, /a/, b#a, ##, a#b]"
(((a*)+b+(a*)+b+(a*))|(a*))+b+(((a*)+b+(a*)+b+(a*))|(a*)),"positive example:[aabababa, aabababababa, abaababababa, ababaabababa, ababaabababababa, ababab, abababa, abababaa, abababaababa, ababababaaba, ababababab, abababababa, abababababaa, abababababba, ababababba, ababababbaba, ababbaba, ababbababa, ababbabababa, abbabababa, abbababababa, bababa, bababababa, bbb, bbbbb],negative example:[aababababa,abaabababa,ababaababa,abababaaba,ababababaa]"
a(a|b)*aa*b*,"positive example:[aa, aaaa, aaaaab, aaaab, aaaabb, aaab, abaab], negative example:[a, b, ab, ba, bb, aab, abaa]"
(((a|b)a*ba)*|((a|b)a*b))*,"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba], negative example: [aa, bb, aaa, bbb, ababab, bba, aabb, abba, baab, abab]"
a?(a|bb*)*,"positive example: [, a, aa, aaa, ab, abb, abbb], negative example: [b, ba, baa, bba, baba, bb, bbb]"
(a|b)*(baa)*(a|b)*b,"positive example: [aab, aabaaab, abaaaab, abaaab, abaab, abaabaaab, abaabb, b, baaab, bbaaab], negative example: [aa, aaa, abba, baaa, baba, bba, bbb]"
(b|aa|a)*,"positive example:["""", ""a"", ""aa"", ""b"", ""bb""], negative example:[""ab"", ""ba"", ""aaaab"", ""aab"", ""aba""]"
((ab)|(ba))*((ab)|(ba)|(aa)|(bb))*,"positive example:[, ab, abaa, abab, ababab, abba, abbb, baab], negative example:[a, b, aba, abb, baa, bab, bba, bbb]"
(0|(0|1)*0),"positive example:[0, 00, 000, 10], negative example:[1, 01, 11, 111]"
(a|b)*bb(a|b)*|a*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbb, bb, bba, bbba], negative example: [b, ba, bab, baa, aba, abab, baba, aaba, aaab, baaa]"
(((a|b)a*b)a*)*,"positive example: [, aaaba, aab, aaba, aabaa, aabaaaba, aba, baba], negative example: [ab, ba, bb, aaa, bbb, abab, baaa]"
(a|b|baa)*b,"positive example:[aab, ab, b, baab, bb], negative example:[aa, a, baaa, aba, baba]"
a*b*a*,"positive example:[, aa, aaba, ab, aba, abaa, abba, ba], negative example:[aab, baba, baaab, abab, bbaba, aabab, bab, bbaa]"
001|10101|1010|110,"positive example:[001, 1010, 10101, 110], negative example:[000, 111, 0101, 1001]"
(b*|ab+)*aa(a|b)*|b*,"positive example: [, aa, aaa, aaaa, abaaa, abbaaa, b, baa, baaa, baaaa, baab, bb, bbaaa], negative example: [a, ab, aba, abab, abb, abbb, baba, babb, bba, bbab]"
(a*|b*)*|bab|(a*|b*)*,"positive example:["""", ""a"", ""aa"", ""b"", ""bab"", ""bb""], negative example:[""ab"", ""ba"", ""aba"", ""bba"", ""aab"", ""abb""]"
(bb|aa|aabb|abab|abba|baba|bbaa|baab)*((aa)|(bb)|(ab)|(ba))*,"positive example: [, aa, aaaa, aabbaa, ababaa, abbaaa, baabaa, babaaa, bb, bbaa, bbaaaa, bbab, bbba, bbbb, bbbbaa], negative example: [a, b, aba, abb, baa, bbb, aab, bba, aaaab, bbbba, ababa, babab]"
(0*|1)*,"positive example:[, 0, 00, 1], negative example:[01, 10, 001]"
(aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*,"positive example:[, aa, aabb, aabbaa, aabbaaaa, aabbaabbaa, aabbab, aabbba, aabbbb, ababaa, abbaaa, baabaa, babaaa, bbaaaa], negative example:[a, b, aaa, bbb, aba, bab, abbb, baaa, ababababab, bbbaaa]"
[a]*[ab],"positive example:[aa, aab, ab, b], negative example:[ba, bb, aaa, aba]"
(0*1*)*((10)*(0*1*)*(01)*)*(0*1*)*,"positive example:[, 00110010101, 010010101, 0101, 01010101, 010110010101, 011000101, 01100010101, 01100101, 011001010, 01100101001, 0110010101, 011001010101, 01100101011, 011001011, 0110010110010101, 01100110101, 011010010101, 011010101, 01110010101, 10010101, 110010101], negative example:[0, 1, 00, 11, 000, 111, 0000, 1111, 010, 101, 0011, 1100, 0110, 1001, 0100, 1011, 001, 110, 011, 100]"
(0?1?0*1?0*)*,"positive example:["""", ""0010"", ""001010"", ""0100"", ""010010"", ""0101"", ""01010"", ""010100"", ""0101001010"", ""010110"", ""0110"", ""011010"", ""1010""],  
negative example:[""2"", ""1112"", ""0002"", ""01020"", ""10102"", ""1102"", ""120"", ""2010"", ""210"", ""2110""]"
(a*)b,"positive example:[aab, ab, b], negative example:[aa, a, ba]"
((a|b)*bb(a*b*))|a*,"positive example: [, a, aa, aabbab, abba, abbaab, abbab, abbabb, abbb, bb, bbab, bbbab], negative example: [b, ba, bab, baba, babb, bba, bbba, bbbba]"
(a)*(ab|ba|b|a)*(a)*,"positive example: [, aa, aaa, aaaba, aab, aaba, aabaa, aababa, aba, abaa], negative example: [b, bb, bbb, baba, abab, bab, baaab, ababb, bba, abba]"
((ab)|(ba))*((a|b)(b|a))*,"positive example: [, ab, abaa, abab, ababab, abbb, baab], negative example: [a, b, aa, bb, aba, baa, bab, bba]"
(a|b)+aaa(a)*,"positive example: [aaaa, aaaaa, aaaaaa, baaa, baaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, bba, aaaaab]"
(aa|bb)*|(ab|ba)*,"positive example: [, aa, aaaa, ab, abab, ba, bb], negative example: [a, b, aba, abb, baa, bbb, aab]"
((b|a)*b+a+a*(b|a)+b),"positive example: [abaabb, baab, baabb, babb, bbaaab, bbaaabb, bbaab, bbaabb, bbaabbb, bbabb, bbbaabb], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb]"
(a|b)+(aaa),"positive example:[aaaa, aaaaa, baaa],negative example:[aaa]"
a*b(a*b)*a*,"positive example: [aababa, aba, abaaba, abab, ababa, ababaa, abababa, abba, b, baba], negative example: [aa, a, bb, babab, baa, abababab, ab, ba, aaa, baaa]"
0*(10*10*)*,"positive example:["""", ""0"", ""001010"", ""010010"", ""0101"", ""01010"", ""010100"", ""010101010"", ""0110"", ""1010""], negative example:[""1"", ""01"", ""10"", ""100"", ""101"", ""110"", ""0100"", ""01001"", ""01011"", ""0111""]"
(a|b*bb*)*,"positive example: [, a, aa, bb, bbb, bbbb], negative example: [ab, ba, b, baba, abab]"
(ab|ba)*(aabb+bbaa+baba+abab)*,"positive example:[, aabbbbaababaabab, ab, abaabbbbaaababaabab, abaabbbbaababaaabab, abaabbbbaababaabab, abaabbbbaababaababaabbbbaababaabab, abaabbbbbaababaabab, ababaabbbbaababaabab, baaabbbbaababaabab],negative example:[abaabbbaababaabab,abaabbbbaabababab,abaabbbbababaabab]"
(0*(0|1)*0*)|(1*(0|1)*1*),"positive example: [, 00, 000, 0000, 01, 010, 10, 1001, 101, 1011, 11, 1101, 111], negative example: []"
((a*(bb)*a*)ba*)+,"positive example: [aaba, aabbaba, abbaaba, abbab, abbaba, abbabaa, abbabaabbaba, abbba, abbbbaba, b, bbaba], negative example: [aa, ab, aba, abaa, abab, abba, abbb, ba, baa, bab, bba, bbb]"
((ab|ba)*(aa|ab|bb|ba)*)+(ab|ba)*,"positive example:[, aaab, ab, abaa, abaaaaab, abaaab, abaaabaaab, abaaabab, abaaba, abab, ababaaab, ababab, abbaab, abbbab, baaaab], negative example:[a, b, aaa, bbb, abaabba, ababba, abbaaabb, babaab, bbaaab, bbabaa]"
(a|b)*(bab)*(a|b)*(bab)*(a|b)*,"positive example: [, aababa, aababababa, ababaa, ababaababa, abababab, ababababa, ababababaa, ababababb, ababababbaba, ababbaba, ababbabababa, ababbbaba, babababa, bbabababa], negative example: [a, b, aa, bb, ab, ba, aaa, bbb, aba, bab, abab, baba, ababab, bababa, ababababab]"
(a*|baa*)*,"positive example:["""", ""a"", ""aa"", ""ba"", ""baa"", ""baaa""], negative example:[""b"", ""bb"", ""ab"", ""aba"", ""aab"", ""bab""]"
(a|b)*(a|b)*aaa,"positive example:[aaa, aaaa, aaaaa, aaaaaa, abaaa, baaaa], negative example:[a, b, aa, ab, ba, bb, aab, aba, baa, bab, bba, bbb]"
(aa*)b+,"positive example:[aaab, aab, aabb, ab], negative example:[aa]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*,"positive example: [, 0, 00, 0010, 010, 0100, 010010, 01010, 0110, 1, 100101, 101, 101001, 10101, 1010101, 101011, 1010110101, 1011, 11, 1101, 110101], negative example: [01, 0101, 10, 1010]"
(a)*(b+),"positive example:[aab, ab, abb, b],negative example:[a]"
((ab)|(ba))*((ab)|(ba)|(bb)|(aa))*,"positive example:["""", ""ab"", ""abaa"", ""abab"", ""ababab"", ""abba"", ""abbb"", ""baab""], negative example:[""a"", ""b"", ""aba"", ""bab"", ""bba"", ""aab"", ""baba"", ""aaab""]"
0*|1*|0*(1*0*)*|1*(0*1*)*,"positive example:[, 0, 00, 0010, 01, 010, 0100, 01010, 0110, 1, 10, 1001, 101, 10101, 1011, 11, 1101],negative example:[001, 011, 100, 110, 0101, 1010, 1100, 0011]"
0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*,"positive example: [, 0, 00, 0010, 001010, 0100, 010010, 0101, 01010, 010100, 0101001010, 010110, 0110, 011010, 1, 1001, 100101, 1010, 101001, 10101, 101011, 1010110101, 1011, 101101, 11, 1101, 110101],  
negative example: [01, 10, 0011, 1100, 010011, 101100, 000111, 111000, 01010101, 10101010]"
(aa*|bb*)*,"positive example:[, a, aa, aaa, aaaa, b, bb, bbb], negative example:[ab, ba, aba, bab, aab, bba]"
0*|1*|1+(0+1+)*|0+(1+0+)*,"positive example:[, 0, 00, 0010, 010, 0100, 01010, 0110, 1, 1001, 101, 10101, 1011, 11, 1101],negative example:[01,10]"
((a|b)*(a|b))aa(a)*,"positive example: [aaa, aaaa, aaaaa, aaaaaa, abaaa, baa, baaaa], negative example: [aa, ab, ba, bb, aab, aba, bba]"
0*(1|0)*0*,"positive example:["""", ""00"", ""000"", ""0010"", ""01"", ""010"", ""0100"", ""0110"", ""10""], negative example:[""2"", ""1112"", ""a"", ""101a"", ""01b""]"
(a|b)(a|b)(a|b)*(aaa(a)*)*,"positive example:[aa, aaa, aaaaaa, aaaaaaa, aaaaaaaa, aaaaaaaaaaa, aabaaaa, ab, abaaaaa, ba, baaaaaa],negative example:[a, b, aba, abb, bba, bbb, aaba, abab, baba, baaaab, aaabbb]"
((aa)|(bb)|(ab)|(ba))*,"positive example: [, aa, aaaa, ab, ba, bb], negative example: [a, b, aab, aba, bba, bbb]"
(0|1)*1(0|1)*,"positive example:[0010, 01, 010, 0100, 011, 1, 10, 110], negative example:[000, 00, 0, 1000, 1110]"
1*|(0|1)*,"positive example:["""", ""0"", ""00"", ""1"", ""11""], negative example:[]"
(0+(0|1)*0+)*,"positive example:[, 00, 000, 0000, 000000, 010], negative example:[0, 1, 01, 10, 011, 100]"
(b|a)*,"positive example:[, a, b, bb, aa, ab, ba, aab, bba, abab], negative example:[c, ac, bc, abc, aabbc, x, 1, @]"
(baa*|a*)*,"positive example:[, a, aa, ba, baa, baaa, baabaa], negative example:[b, bb, ab, aba, aab, baba]"
((ab)*(ba)*)*|abb*ba,"positive example: [, ab, ababba, abba, abbaabba, abbaba, abbba, abbbba, ba], negative example: [a, b, aa, bb, aba, bab, baa, aab, abab, baba, ababab, babbab, abababb, babaab]"
(a|(ab)*b)+(ba)*,"positive example:[a, aaba, aba, ababa, ababbba, abbba, b, ba, bba], negative example:[aa, ab, abb, abab, abbb, bb, baa, bab]"
(ab|ba)*(aa|bb|ba|ab)*,"positive example:[, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baaa], negative example:[a, b, aba, abb, baa, bab, bba, bbb, aab, aaba]"
(a+)*b*a*,"positive example: [, aa, aaba, ab, aba, abaa, abba, ba], negative example: [b, bb, aab, aabab, abab, baa, baba]"
(a)*(b)*,"positive example:[, a, aab, ab, abb, b], negative example:[ba, aba, aaba, bab, aaabbb, abab]"
a+(a|b)+a+(a|b)*,"positive example: [aaa, aaaa, aaaaa, aaab, aba, abaa], negative example: [a, aa, b, bb, ab, ba, baa, aab, baba]"
(/#((a|b|/)*#*)*#/)*,"positive example: [, /###/, /##/, /#/##/, /#a###/, /#a##/, /#a##//#a##/, /#a#/, /#a#a##/, /#aa##/, /#b##/], negative example: [/#/, /#a/, /#b/, /#ab/, /#ba/, /#a/b/, /#a#b/, /#a##b/, /#a##b#/, /#a##b##/]"
(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?,"positive example:[, 0, 00, 000, 0000, 00010, 0010, 00100, 00110, 010, 1, 101, 11, 11001, 1101, 11011, 111, 11101],negative example:[001,110]"
(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*),"positive example: [, 0, 00, 0010, 001010, 01, 010, 0100, 010010, 0101, 01010, 010100, 01010010, 0101010, 010110, 0110, 011010, 1, 10, 1001, 100101, 101, 1010, 101001, 10101, 1010101, 101011, 10101101, 1011, 101101, 11, 1101, 110101], negative example: [001, 0001, 0111, 01001, 1000, 1011, 1100, 1110, 010011, 011001, 100110, 101100, 110010, 111001]"
(((a+)|b+a*))*,"positive example: [, a, aa, b, ba, baa, bba], negative example: [ab, aba, abb, aab, bbb, aaaab, baba]"
(a+)*(b),"positive example:[aab, ab, b], negative example:[aa, a, ba]"
a(a*b*)*b,"positive example:[aaabb, aab, aababb, aabb, aabbb, ab, abb],negative example:[ba, baa, aba, bba, aaabba, a, b]"
(a*|b*)*(aa|ab|ba|bb)*,"positive example: [, a, aa, aaa, aaaa, aaaaa, aab, aba, abb, baa, bbaa], negative example: [abab, baba, aabb, abba, baab, bbaaab]"
(a*)+b+((a*)|(b+(a*)+b))+(a*),"positive example:[aabaa, aba, abaa, abaaa, abbaa, abbaaba, abbaba, abbba, abbbaba, b, baa, bbb],negative example:[aaa, ababa]"
(0|1)(0|1)?(0|1)?,"positive example:[0, 00, 000, 001, 010, 1, 100],negative example:[0000]"
((ab)|(ba))*(aa|ab|ba|bb)*,"positive example: [, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baaa], negative example: [a, b, aba, abb, baa, bab, bba, bbb, aab, baba]"
(ab|aa|ba|bb)*(aaa)*,"positive example: [, aaa, aaaaa, ab, abaaa, abaaaaaa, ababaaa, baaaa, bbaaa], negative example: [a, b, aaab, aba, abb, baaab, bba, bbb]"
(ab|ba)*|(aa|ab|bb)*,"positive example: [, aa, aaaa, ab, abab, ba, bb], negative example: [a, b, aab, aba, baa, bab, bba]"
(a)*b,"positive example:[aab, ab, b], negative example:[aa, a, ba]"
(a*b{1}),"positive example:[aab, ab, b],negative example:[a,abb]"
(a*(b|bbb)*)*,"positive example: [, a, aab, ab, abab, abb, abbb, b], negative example: [ba, aaabbb, aba, abbbb, aaba, abba]"
b|(bb*|a*|bab*)*,"positive example: [, a, aa, b, ba, bab, babb, bb, bbb, bbbb], negative example: [ab, aba, abb, abab, abba, baba, bbaa, bbaab, abbb, aab]"
"[ab]{2,}","positive example:[ab, bb, aab, bba, aaaa, bbbb, abab],negative example:[b, a, ba, aaab, bbbba]"
((a|b)(a|bb|ba(a|b))*(b|ba))?,"positive example: [, aaab, aab, aaba, aabaab, ab, abaab, ababb, abbb, bab], negative example: [aaa, aabaa, abbab, b, baa, baaa, baba, bb, bba, bbab]"
(0|1)*(01)*(0|1)*,"positive example:[, 00, 00010, 001, 0010, 00100, 001010, 0011, 010, 1010], negative example:[011, 0101, 1001, 110, 1110, 1011, 01011, 0110, 1101]"
((10*)*1+)*|((01*)*0+)*,"positive example: [, 0, 00, 010, 0100, 010010, 01010, 0110, 1, 1001, 101, 10101, 1011, 101101, 11], negative example: [01, 10]"
(a*|b*)+(a*|b*)+aaa+,"positive example: [aaa, aaaa, aaaaa, aaaaaa, abaaa, abbaaa, baaaa, bbaaaa], negative example: [a, b, aa, bb, ab, ba, aab, bba, abb, baa]"
a(a|b)(a|b)*,"positive example:[aa, aaa, aaaa, aab, ab, aba], negative example:[a, b, ba, bb, baa, bbb]"
((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b))*,"positive example: [, aa, abaa, abaaabaa, abab, ababaa, abba, baaa, baab, baba, babaaa], negative example: [a, b, aba, abb, baa, babb, ababa, ababb, baaba, babab, bbbaa]"
(a*b*)*a*a*a,"positive example:[a, aaa, aaaa, aabaaa, abaa, abaaa, abaaaa, ababaaa, abbaaa, baaa],negative example:[b, bb, bbb, ab, abb, aab, ba, bba, abab, baba]"
(a|b)+(a|b)*aaa,"positive example:[aaaa, aaaaa, aaaaaa, abaaa, baaa, baaaa],negative example:[a, b, aa, ab, ba, bb, aab, aba, bba, bbb]"
((a|b)*|(a|bb)*)*b((a|bb)*|(a|b)*),"positive example:[aaba, ab, aba, abaa, abb, abbb, b, ba, bba, bbba], negative example:[aa, aab, aabaa, aabba, aabbb, aabbbb, aaaa, aaaab, aaaaa, aaaabb]"
(ab|ba)*(ab|ba|aa|ab)*,"positive example:[, ab, abaa, abab, ababab, abba, baab], negative example:[a, b, aa, bb, aba, baa, bab, bba]"
(/#((a|b|/)#*)*#/)*,"positive example: [, /##/, /#/##/, /#a###/, /#a##/, /#a##//#a##/, /#a#/, /#a#a##/, /#b##/], negative example: [/a/, /#a/, /#ab#/, /#a#b/, /##a/, /#/#/, /#a#b#/, /#a#/b#/]"
0*(01*0*)*|1*(10*1*)*,"positive example: [, 0, 000, 00010, 001, 0010, 00100, 0010010, 00110, 010, 1, 101, 110, 11001, 1101, 11011, 1101101, 111, 11101], negative example: [01, 10, 011, 100, 0101, 1010, 0011, 1100, 00011, 11100]"
(a|b)*(a|b)*,"positive example:[, a, aa, aaa, ab, ba], negative example:[]"
(0?)|1|(0(0|1)*0)|(1(0|1)*1),"positive example: [, 0, 00, 000, 0000, 010, 1, 1001, 101, 11, 111], negative example: [01, 10, 011, 110, 001, 100, 1010, 0101]"
(a|b|baa+)*,"positive example:[, a, aa, b, ba, baa, baaa],negative example:[ab, bb, aba, aab, baba, bbaa]"
(ab|ba|aabb|bbaa)*(aa|ab|ba|bb)*,"positive example: [, aa, aabbaa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baaa, bbaaaa], negative example: [a, b, aab, aba, abb, baa, bab, bba, aabab, ababa, babab, bbbaa]"
[a]*b,"positive example:[aab, ab, b], negative example:[aa, a, ba]"
(0*10*)*0*10*,"positive example:[0010010, 010, 0100010, 01001, 010010, 0100100, 010010010, 01010, 1, 10010],negative example:[000, 0110, 1001, 1010, 1100, 111, 001100, 010011, 100001, 110011]"
0*|0(0*1*)*0,"positive example:[, 0, 00, 000, 00010, 0010, 001010, 00110, 010], negative example:[1, 01, 011, 0111, 0101, 0011, 00011, 001011, 0100]"
[ab]*a{3},"positive example:[aaa, aaaa, baaa, baaaa, bbaaa],negative example:[baa]"
((a*)|(b+a*))*,"positive example:[, a, aa, b, ba, baa, bba], negative example:[ab, bb, aba, aab, bbb]"
(a*|b*|baa)+b+,"positive example:[aab, ab, abb, b, baab, bb, bbb],negative example:[a]"
[01]*[10]*,"positive example:[, 0, 00, 1, 10, 100, 11, 110], negative example:[01, 011, 101, 010, 0011, 1101]"
