Regex,Attempt Regex,ChatGPT Output
(a|(b*bb))*,(bb+a)*(b+a)*,"positive example:[, b, bb, bbb, a, ba, bba, bbba, baba], negative example:[aa, ab, baa, bab, abab, babb]"
(a|baa)*,(a)*(b)(aa*),"positive example: [ba, aaba, abaaa], negative example: [a, b, aaab]"
(a|(b*bb))*,(ba*b)*,"positive example:[, baabbb, b, bab, baab, bbb, baabab], negative example:[a, bbaba, ab, baaab, aba, bbaa]"
0*10*(10*10*)*,0*1|1*0*,"positive example:[, 001, 1100, 01],negative example:[010]"
(a|b)*baa(a|b)*b,ab|a*b*(baa)b,"positive example:[aabbbaab, baab, ab, abaab],negative example:[a]"
0(0|1)*0,0*(0+1)*0*,"positive example:[, 010100, 01],negative example:[1]"
(a|baa)*,a*baa*,"positive example: [baaa, aaba], negative example: [aa, ab, baaaab]"
(a|(b*bb))*,(a*bb*a*)|a?,"positive example: [baa, , aabbb, aba], negative example: [aa]"
0(0|1)*0,(0*)0*1*(0*)|(0*)1*0*(0*),"positive example:[], negative example:[1010]"
a(a|b)a(a|b)*,(aba|aab)(a|b)*,"positive example:[aab, aabba, abaab],negative example:[a]"
(a*ba*b)*a*ba*,b*(ab*ba),"positive example:[babba, aba, bbabbba],negative example:[ababa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0*1*)*0)|(1(0*1*)1))*,"positive example:[, 10100, 00101],negative example:[0101]"
b*a*,a(a)*|a*b*,"positive example:[, a, aa, aaa, b, bb, aab, aabb], negative example:[bab, aba, abab, ba, bba]"
(0*10*10*)*|0*,0?|111*,"positive example:[11, 0, 111, 1111],negative example:[1,00]"
(a|b)*baa(a|b)*b,((a|b)+(baa)a*b)*,"positive example:[, abbaaab], negative example:[ab]"
(a|baa)*,(a|b)*aa+,"positive example:[aa, bbaa, abaa],negative example:[a]"
(a|(b*bb))*,a*|(a+b)*,"positive example:[aa, abab, """", a, b, aaa, abba], negative example:[]"
(a*ba*b)*a*ba*,(a*(b|bbb))*,"positive example:[, bb, ab],negative example:[a]"
(a|(b*bb))*,a*bb*a*,"positive example:[baa, aabbb], negative example:[abab, baba]"
(a|(b*bb))*,(a+b*b),"positive example:[abb, abbb, ab], negative example:[b]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*,"positive example:["""", ""01001100"", ""010""], negative example:[""1"", ""001"", ""110""]"
(a*ba*b)*a*ba*,a*b+(a|bb)*,"positive example:[aababb, b], negative example:[,bab]"
(0*10*10*)*|0*,(0*|1)11,"positive example:[11, 111, 0011], negative example:[1, 0, 011]"
(a|baa)*,a*|(?:a*|(b[a]{2})+)*,"positive example:[aa, ?:baa, baa?:], negative example:[b]"
(0|1)(0|1)*,0*1*,"positive example:[11, 00, 0], negative example:[01, 10, 010]"
(a|b)(a|b)+aaa+,bbb*aaa*,"positive example:[bbaaaa, bbaa, bbbbaaa],negative example:[bb, aa, bba, aab, bbaab]"
(0*10*10*)*|0*,(0*|1)1*,"positive example:[, 0, 0011], negative example:[1, 01, 0001]"
(a*ba*b)*a*ba*,"b(b{2,})*","positive example: [b, bbb, bbbbb, bbbbbbb], negative example: [bb, bbbb, bbbbbb, a, ab, ba]"
b*a*,a(a)*(b)*(a)*,"positive example:[aaabbaa, a], negative example:[ababa]"
(a|baa)*,a*|b(aa)*,"positive example: [, aa, baaaa, b], negative example: [ab, aab, ba, baaaab]"
(a|b)(a|b)+aaa+,(a*b|aaa)*,"positive example:[, aaaaaa, abaaa], negative example:[a]"
(a|b)*baa(a|b)*b,(a*)(b*)(aa*)b,"positive example:[aabaaab, bbaab, ab],negative example:[babab]"
(a|baa)*,a*(baaa*)+(a|b)*,"positive example: [baaba, aabaa, baaa, baaaaa, abaaaab], negative example: [a, b, aa, ab, bba]"
(a|baa)*,"a*|[b]*[a]{2,}","positive example:[, bbaa, baaa, a],negative example:[b, ba]"
(a|b)(a|b)+aaa+,a*b*a+a+a+,"positive example:[aaa, aabbaaa], negative example:[babaaa, aa]"
(a|b)(a|b)+aaa+,((a|b)(a|b))*(aaa),"positive example:[aaa, aabbaaa],negative example:[aa, aabbaa, bbb]"
0*10*(10*10*)*,(0*1|(11)*),"positive example:["""", ""001"", ""1111"", ""1"", ""01""],negative example:[""0""]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(aaa)+,"positive example:[aaa, aaabbabbaaa],negative example:[aaaabaaa]"
(a|(b*bb))*,(a+b)*bb(a+b)*,"positive example:[bb, abbbab, ababbbabab], negative example:[a, b, aba]"
001|1010|110,0*1(01)*(10)*,"positive example:[101011010, 001, 01],negative example:[1100110]"
(0(0*|1+0)*)|(1(1*|0+1)*),(01)*(10)*,"positive example:[0101, 1010, 01, 10, 0110, """"], negative example:[0, 1, 0011, 1100, 010, 101]"
(a*ba*b)*a*ba*,((a*|bb*)b)+,"positive example: [ab, aab, abb, aaab, abbb, aaaab, aabbb, abbbb], negative example: [b, aa, bb, aaa, bbb, aaaa, bbbb, aaaaa, bbbbb]"
(a|baa)*,b*a*aa,"positive example:[bbaa, aaaa], negative example:[ba, ab, bba, aab]"
a(a|b)a(a|b)*,a(a+b)a,"positive example:[aaba, aaaba],negative example:[aba]"
(a|b)(a|b)+aaa+,(ab)+aaa*,"positive example:[abaaaa, abaa], negative example:[aa]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b?)(a*b|b|ba|a*ba),"positive example:[baab, aaaba], negative example:[a, bbb]"
(0*10*10*)*|0*,(0+1)*(1+1)*0*,"positive example:[00, 0101, 01],negative example:[0110]"
(b|(a*aa))*,(a|b)*aa(a|b)*,"positive example:[aa, abaaba], negative example:[a]"
(a*ba*b)*a*ba*,(aa|ab|ba|bb)*b,"positive example:[b, aaabbabbb], negative example:[ab]"
(a|b)(a|b)+aaa+,"[ab]a{3,}","positive example:[baaa, aaaaa], negative example:[aaa]"
1*(01*01*01*01*)*,(0|1)*(0000),"positive example:[0000, 010000], negative example:[000, 01000, 1]"
(a|baa)*,(a*)|(a*baa*)|(baa*),"positive example:[aabaa, abaaa, , aa, aba], negative example:[b, baabaa]"
(a*ba*b)*a*ba*,(a*|b+)bb*,"positive example:[aabbb, b, bbb, ab, aabb], negative example:[aa, a, bb, ba, abba]"
b*a*,((aa*)|(a*b*)),"positive example:[, a, aa, aaa, b, bb, aab, aabb], negative example:[bab, aba, ba, ab, bba]"
(a|b)(a|b)+aaa+,aaa(a)*|(a|b)baaa(a)*,"positive example:[aaa, aaaaa, abaaa, abaaaaa],negative example:[a]"
(ab|ba)*,(ab+ba?)(ab+ba)*(aa+bb+ab+ba)*,"positive example:[abbbabbaabbbaaabbabba, abba, abbaabbabbaaabbabba, abbabba],negative example:[abbaa,ab]"
(a|(b*bb))*,(a|b+)+,"positive example:[ba, ab, a, bb, bbb, aa, b],negative example:[c, ac, bc, abc, x, 1, @]"
(ab|ba)*,((aa)+(bb))*,"positive example:["""", ""aabbaabb""], negative example:[""a"", ""b"", ""aa"", ""bb"", ""aabb"", ""bbaa"", ""abab"", ""aaa"", ""bbb"", ""aab"", ""bba""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(((1*)(01)(0|1)*)((0*)(10)(0|1)*))*,"positive example:[11, 00, 01011001], negative example:[010]"
(a|b)(a|b)+aaa+,a*b*|b*a*aaa,"positive example: [baaa, bbaaaaa, a, , aabb], negative example: [abab, bbaaab, aaabbb, bbaa, aabba]"
0*10*(10*10*)*,(0*(11)*0*10*)|(0*),"positive example:[00, , 001111001, 100],negative example:[1101101]"
(a|baa)*,b*|a*aa,"positive example:[, bb, aa, aaaa],negative example:[a]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0),"positive example:[00110, 111, 11, 00, 10, 000, 010], negative example:[1,0]"
(a*ba*b)*a*ba*,((a*(bb)*a*)b)+,"positive example:[bb, b], negative example:[a, aa, ab, ba]"
(0*10*10*)*|0*,0*1+0*1+,"positive example:[11, 110011, 00101], negative example:[1, 10101]"
(a|baa)*,a*|(a*b*aa)*,"positive example:[baaaaa, a], negative example:[b]"
(a|baa)*,b*aa+,"positive example:[aa, bbaaa],negative example:[a]"
(ab|ba)*,a*b*|b*a*,"positive example:[bbaa, aabb], negative example:[aba, bab]"
(a|baa)*,"b+a{2,}","positive example:[baa, baaa], negative example:[ba, aa]"
(a|b)*(bab)(a|b)*,(a+b)*(bab)*(a+b)*,"positive example:[, ababbabbababab], negative example:[bababbabab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+,"positive example:[101, 1101001011, 01101001100, 00101101101100, 011001010, 010, 0101010],negative example:[01010101,010101010,010101,101010]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+(10)+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[11, 00, 101101, 010, 101, 01001010], negative example:[100101]"
(a*ba*b)*a*ba*,a*b(a*ba*ba*b)*a*,"positive example:[aab, bbbb, bbbbbbbbbbaa], negative example:[a, aa, abab]"
(a|baa)*,a*ba*((ab|ba|b)b)*a*,"positive example:[aabbababbbb, baaabbaa, b], negative example:[babababab]"
(a*ba*b)*a*ba*,a*b(a|(bb|aba))*,"positive example:[aabaababb, b],negative example:[bb]"
(a|baa)*,(abb)*,"positive example:["""", ""abb"", ""abbabb""], negative example:[""a"", ""ab"", ""bba"", ""abba""]"
b*a*,(a)(a*)*(b*)*(a*)*,"positive example:[a], negative example:[abab]"
(a|(b*bb))*,(ab)*(b+b+)(ab)*,"positive example:[bb, ababbbab, bbabab],negative example:[b, babbb]"
0*10*(10*10*)*,1|((0|1)*1(0|1)1*0*),"positive example:[1000, 10010, 01101, 1],negative example:[0,1001]"
(a|baa)*,((b*)(a)(a)(a*))*,"positive example:["""", ""aaabaa""], negative example:[""a"", ""ba"", ""ab"", ""baa"", ""aba"", ""aab"", ""baaa"", ""abaa"", ""aaba"", ""aaab""]"
1*(01*01*01*01*)*,(1*01*01*101*)*1*,"positive example:[11, 1010110, 001000100010],negative example:[010]"
(a|b)(a|b)+aaa+,(aa*|bb*)aaa+,"positive example:[baaaa, aaaa, bbbaaaa], negative example:[aaa]"
0(0|1)*0,(0(1+(0*1+)*)*0)*,"positive example:[, 0001010],negative example:[0100]"
(a|(b*bb))*,(a*b*b)|(a*),"positive example: [, aa, aabbb, ab, b], negative example: [ba, aba, aab, bbabb, aabbab]"
(b|(a*aa))*,a*b*(aa)*b*,"positive example:[, aabbaaaabb], negative example:[baabaab]"
(a*ba*b)*a*ba*,a*|b+(a*|bb*),"positive example: [bbaa, b, a, , ba, aa], negative example: [ab, bbaa, bbb, aba, aab]"
(a|b)*(bab)(a|b)*,(bab)*a*b*(bab)*,"positive example: [bbbabbab, babb, babbabaa], negative example: [babab, aabab, bbaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*,"positive example:[10011011, 01001100, 010, 101],negative example:[0]"
(a|b)(a|b)+aaa+,b*a(a|b)aaa*,"positive example:[aaaaaa, bbabaa], negative example:[ab, bbaa, aabbb, bbbba]"
0*10*(10*10*)*,(0)*(1+)*(0)*,"positive example:[, 00100], negative example:[1010]"
(a|(b*bb))*,bb*|a*|b*,"positive example:[""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bbb""], negative example:[""ab"", ""ba"", ""aba"", ""bab"", ""c"", ""ac""]"
(ab|ba)*,((a+b)(a+b))*,"positive example: [, abaababab, abab], negative example: [a, b, aa, bb, abba]"
(a|(b*bb))*,(a|bb)*|(b|bb)*,"positive example: [bbb, bba, abb, b], negative example: [aab, aaab, abab, bbbba]"
(ab|ba)*,((ab)*(a|b)(a|b)|(ba)*(a|b)(a|b)),"positive example:[baba, babaab, ababab, abba],negative example:[a]"
(a*ba*b)*a*ba*,(bb)*a*ba*(bb)*(ab)*,"positive example: [aabbb, bbbaaabab, bbbbababbbbab], negative example: [abba, baaab, bbaabba]"
0*10*(10*10*)*,0*(1(11)*|0*),"positive example:["""", ""0011111"", ""1""], negative example:[""01"", ""1110"", ""0001""]"
(a|baa)*,a*|(?:a*|b+([a]{2})+)*,"positive example: [baa, aa, a], negative example: [b]"
(a|(b*bb))*,a*(b+a)*(bb+b)*(b+a)*,"positive example:[, aabababbbb, a], negative example:[abba, baba, aaab]"
(a|(b*bb))*,b+,"positive example:[bb, b],negative example:[a, aa, ab, ba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)((a|b)a*ba)*)?,"positive example:[abababba, bbaba], negative example:[abab]"
(a|(b*bb))*,b*,"positive example:[, b, bb, bbb], negative example:[a, ab, ba, bba]"
a(a|b)a(a|b)*,a(a|b)*a,"positive example:[aa, aaba], negative example:[a, ab, ba, baa]"
(a|(b*bb))*,(a|b)*bb*b(a|b)*,"positive example:[bb, ababbaaba],negative example:[b]"
(0|1)(0|1)*,0*,"positive example:[00, 0, ],negative example:[1, 01, 10]"
0*10*(10*10*)*,1(1?)|0*,"positive example:[, 11, 00, 1],negative example:[111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0*1+)*|(0+1*0+)*,"positive example:[0, 101101, 00101, 0100110],negative example:[1,01010]"
(a*ba*b)*a*ba*,(a*([b](bb)*)a*)?,"positive example:[b, aabaa, aaab, baa, abbba, a],  
negative example:[bbbbbb, babba, abab, baba, aabbaa]"
(ab|ba)*,(ab+aa+bb+ba)*(a+b)*,"positive example: [abaabbba, , abaaabbbaabbaabbbbaabab], negative example: [abababababababababababababababababababab, aaaabbbb, bbbbaaaa]"
(a*ba*b)*a*ba*,((b)(a)+)|((bbb)+(a)*),"positive example:[bbb, bbba, bbbaa, ba],negative example:[baba,b,]"
b*a*,(a*b*a+)|(a+b*a*),"positive example:[ba, abb, aab, bbaa],negative example:[b,baba]"
(a|(b*bb))*,(a+b)*b*(a+b)*,"positive example:[, bb, ababbabab],negative example:[babbab]"
(a|baa)*,(b)+(a)+(a)*,"positive example:[ba, bba], negative example:[b, a, baba]"
(0*10*10*)*|0*,1(0*|1)1,"positive example:[11, 111, 1001], negative example:[1, 101, 110]"
(a|b)(a|b)+aaa+,"(aa|bb|ab|ba)*a{3,}","positive example:[aaaa, aaabbabbaaa],negative example:[baaa]"
001|1010|110,0*1*0*1*,"positive example:[, 11011, 00100],negative example:[1010]"
001|1010|110,(0|1)*01(0|1),"positive example:[01010, 10011, 010], negative example:[000, 111, 1010]"
(a|b)(a|b)+aaa+,(a|b)a*|b*aaa*,"positive example: [bbaaaa, bbaa, b, a], negative example: [ab, ba, aaab, bba]"
001|1010|110,(001)|(10101)|(110),"positive example:[10101, 110, 001],negative example:[0]"
(0*10*10*)*|0*,0*1+0*1+0*,"positive example:[11001100, 00110, 1001],negative example:[1,10101]"
(a|baa)*,a*|(b*aa)*,"positive example:[aaa, aabaa], negative example:[b]"
(a|b)(a|b)+aaa+,ab(ab|aa|ba|bb)*(aaa)*,"positive example:[abaa, ab, ababaababbaaa],negative example:[aba]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0)*(1+0+1)*)*,"positive example:[11, 00, 101010, 010],negative example:[01010101]"
(a*ba*b)*a*ba*,(a)*(aa*)|(bb)*b|a+,"positive example:[bbbbb, b, aaa, aa, a, bbb], negative example:[ab, ba, aba, bba, aab, bbabb]"
(a|b)(a|b)+aaa+,a*b*a*aaa,"positive example:[aaa, aabbaaaaa],negative example:[babaaaa]"
0*10*(10*10*)*,(((1*)+)+)|0*,"positive example: [00, 1, 0, 000, 11, 111, 1111], negative example: [01, 10, 101, 011, 110]"
(a|(b*bb))*,a*(b+a)*(bb)*(bbb)*(b+a)*,"positive example: [aababbbbb, bababbbb, babbb, a], negative example: [abababab, bbaa, aaabab, bbbbbba]"
(a*ba*b)*a*ba*,(a*)(b(a*)(b(a*)b))*,"positive example:[bbbbbb, aabbb, a], negative example:[abab, baba, aaab]"
(0*10*10*)*|0*,0*1(0|1)*,"positive example:[00101, 1],negative example:[0]"
(a*ba*b)*a*ba*,a*b|(a|ba*b)*,"positive example:[aab, abab, b, ],negative example:[ba]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)*|0*,"positive example: [00, 1], negative example: [01, 10]"
(0|1)(0|1)*,1*,"positive example:[11, , 1],negative example:[0, 01, 10]"
(ab|ba)*,(a+b+a+b+)*,"positive example: [, abaabb, abababbab], negative example: [a, b, abba, aabbaa]"
(b|(a*aa))*,(b*aa*b*)|(b*a*ab*),"positive example:[aa, baab, aab, bbaa, ab], negative example:[b, abaab]"
(a|b)(a|b)+aaa+,(ab|ba|aa|bb)*aaa,"positive example:[aaa, abaababbaaa],negative example:[aaaa]"
(a*ba*b)*a*ba*,((a|bb)*ba*(a|bb))*,"positive example:[, bbababbb],negative example:[bbbb]"
(a|b)(a|b)+aaa+,(a|b+aaa)*,"positive example:[, abaaa],negative example:[b]"
(a|(b*bb))*,(a)*(bb)*(b+a)*,"positive example:[bbbb, aaba, ababa], negative example:[abab, bbba, aaab]"
0*(10*1)*0*,0*1*,"positive example:[0, 0011, 1], negative example:[10, 0110, 01]"
(a|baa)*,"[a-b](ba{2,})?","positive example:[b, a], negative example:[abaabaa]"
(a|(b*bb))*,a*(b*b)a*,"positive example:[aabbbaa, abaa, b], negative example:[aba, aa, abab]"
(a*ba*b)*a*ba*,(ab)*,"positive example:[, ab, abab], negative example:[a, b, aba, abb]"
(a|b)(a|b)+aaa+,a(a|b)aaa*,"positive example:[aaaa, abaaaa], negative example:[aaa, aba, abaa, abbaaa]"
(b|(a*aa))*,b*(a*a*)*b*,"positive example:[, bbabb], negative example:[abab]"
a(a|b)a(a|b)*,a+(a+b)+a+(a+b)*,"positive example:[aabaa, aababaab, aababaabab],negative example:[aaab,aba]"
(a|b)(a|b)+aaa+,(a*b*)(aaa+),"positive example:[aaa, aabbaaaa, baaa],negative example:[babaaa,aa]"
(0*10*10*)*|0*,(1|01*0)*,"positive example:[, 100], negative example:[000]"
(a*ba*b)*a*ba*,a*b(bb+|a*|bab)*,"positive example:[aabababbb, b],negative example:[bb]"
(0*10*10*)*|0*,(1|01*0),"positive example:[00, 010, 0110, 1],negative example:[0]"
(a|b)(a|b)+aaa+,((a|b){3}(a|b)*aaa+)|(aaa*),"positive example:[aabbabaaa, aa, aaaa, baaaaa],negative example:[abaaa, a]"
1*(01*01*01*01*)*,1*(1*01*01*01*01*01*)*,"positive example:[11, 0000000000, 1],negative example:[000000]"
0*10*(10*10*)*,(0*|(1(11))*)+,"positive example: [0111], negative example: [1]"
a(a|b)a(a|b)*,aaa|(a+b)*|aba(a+b)*,"positive example:[aaa, abab, ab, , aba],negative example:[a]"
(a*ba*b)*a*ba*,a*(bb)*b+a*,"positive example:[baa, aaba, b], negative example:[ab, aa, bba]"
(a|baa)*,a*(b*aa)*,"positive example:[, abaaaa, a], negative example:[abab, bba, aab]"
(0|1)(0|1)*,1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*,"positive example:[, 11001100110011001100110011001100], negative example:[01010101010101010]"
(a|(b*bb))*,(a|b)*b*bb*(a|b)*,"positive example:[baa, aaba, b], negative example:[aa, abab, a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(10)*)*,"positive example: [1001, 0110, 01, 10, 011010, 01011010, ε], negative example: [0, 1, 00, 11, 0101, 1010, 0011, 1100]"
(0*10*10*)*|0*,(0*1(0*10*110*)+)|0*,"positive example:[, 00, 01111, 1111, 001111], negative example:[1, 11111111]"
(0*10*10*)*|0*,(0*1+)*,"positive example:["""", ""101"", ""01""], negative example:[""0"", ""11"", ""001""]"
(ab|ba)*,(b*ab*ab*)*,"positive example:[, aaaa, aba], negative example:[a]"
(a|baa)*,(a|abb+)*,"positive example:[, abba, aabbb], negative example:[ab]"
(a|(b*bb))*,(b*bb*)|a,"positive example:[b, a, bb, bbb], negative example:[ab, ba, aa, """"]"
b*a*,a(a)*|(a*b*),"positive example:[, a, aa, aaa, b, ab, aab, aabb], negative example:[bab, ba, aba, bba]"
(a|b)(a|b)+aaa+,a*|a*(baaa)a*,"positive example:[aabaaa, abaaa, , aa, baaaaa],negative example:[b]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*)*,"positive example:[, abbbabb],negative example:[abaabb]"
(a|b)(a|b)+aaa+,(a*b*|a*a*|b*b*|b*a*)(a{3}),"positive example:[aabbaaa, bbaaaaa],negative example:[aa,abaaaa]"
(a|b)(a|b)+aaa+,ab|aaa*,"positive example:[aa, aaaa, ab], negative example:[a]"
(a*ba*b)*a*ba*,b+(a*|bb*),"positive example:[baa, bba, b], negative example:[a, aa, ab]"
(0|10*1)*,(0*1)*,"positive example:[11, , 01], negative example:[0, 10, 011]"
(a|(b*bb))*,a*(b*bb*)a*,"positive example:[aabaa, b],negative example:[, baba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0?,"positive example:[11, 0, 1101, 1011, 001], negative example:[1]"
(a|(b*bb))*,a*b(b+a)*ba*,"positive example:[bb, aabbababaa], negative example:[bbba]"
(a|b)*baa(a|b)*b,(ba*)+b,"positive example:[bbb, bab],negative example:[b]"
a(a|b)a(a|b)*,a(a+b)+a(a+b)*,"positive example:[aaba, aababaabab],negative example:[aa]"
0*10*(10*10*)*,(111)*(1)*,"positive example:[, 1, 11, 111, 1111, 11111, 111111], negative example:[0, 01, 011, 0111, 1110, 11101, 111011]"
b*a*,(a)(a)*(b)*(a)*,"positive example:[abb, aaabaa, a], negative example:[abab]"
a(a|b)a(a|b)*,(a)*(aaa)*(aba)*(a+b)*,"positive example:[abab, aaabaaba],negative example:[abaaaaaba]"
(a|baa)*,(ba*)*,"positive example:[ba, , bb],negative example:[ab, aaa, baba]"
(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*,"positive example:[, baababaa], negative example:[babab]"
(0*10*10*)*|0*,(01)+(01)+,"positive example:[0101],negative example:[01]"
0(0|1)*0,(0(1+(0*1+)*)*0)*|0*,"positive example:[00010, 000], negative example:[1, 0010]"
(a|b)(a|b)+aaa+,"(a|b)(a|b)a{2,}","positive example:[baaaa, abaa],negative example:[aaa]"
(a|b)(a|b)+aaa+,a*b*a{3},"positive example:[bbaaa, aaaa, aaaaa],negative example:[aa,baaaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1)(0|1)*,"positive example:[000, 1111, 00001], negative example:[0, 11, 0000a]"
(a|b)*baa(a|b)*b,(a|baa)*b,"positive example:[abaab, b], negative example:[bb]"
(a|(b*bb))*,bb(a|b)*b,"positive example:[bbb, bbbab, bbabb], negative example:[bb, bba, bbaa]"
(a|baa)*,(a)*((b)+(aa)+)*(a)*,"positive example:[, baa, aabaaaabaa], negative example:[baaabaa]"
(a|baa)*,(b)(aa+)*,"positive example:[baa, b], negative example:[a, aa, baaaab]"
(a|b)(a|b)+aaa+,(a+b)*aaa,"positive example:[aaa, abaaa, ababaaa], negative example:[a, b, aa, ab, aab, aba, baa, bab, aaba, abba]"
(a|baa)*,"(a|b*a{2,})","positive example:[baa, aaa, bbaa, a], negative example:[b,ba]"
(a*ba*b)*a*ba*,a*(b|bbb)+(a|bb)*,"positive example:[aab, babb], negative example:[, baba]"
(a|(b*bb))*,a*(bb)*(a)*b*,"positive example:[, aabbbbaabb], negative example:[bbabbab]"
(a|b)(a|b)+aaa+,a(a|b)*aaa,"positive example:[abaaaa, aaaa, aabaaa], negative example:[abaa, aaba, baaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1))*,"positive example:[, 0110101], negative example:[01010101]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)a+a+a+,"positive example:[abb, ab, baaaa, bbaaaa],negative example:[baaa,aaaa,b,babaaaa]"
(a|baa)*,((a*)+(b*)+(aa)+(a*)),"positive example:[aa, baaa], negative example:[, baabaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*,"positive example:[11, 0, 110011, 0100110, 001010], negative example:[010100,10]"
(a|baa)*,"(a{1,})?b?(ba{2,})?","positive example:[b, a], negative example:[bb, baabaa]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)*a)*)?,"positive example:[""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""aab"", ""aba"", ""abb"", ""baa"", ""bab"", ""bba"", ""bbb"", ""abbba""],negative example:[""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aac"", ""bbc"", ""abac"", ""abca"", ""abbc""]"
(a|b)(a|b)+aaa+,a|ba|b+aaa,"positive example:[baaa, a, ba],negative example:[b,aaa]"
0*10*(10*10*)*,1|(111)*|01,"positive example:[, 111111, 01, 1],negative example:[0]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+,"positive example:[1101, 10011, 001010, 11, 01010, 010010, 1],negative example:[0,10,01001010]"
(a|baa)*,a*|baa*|a*baa*|baa*baa*,"positive example:[baba, aabaa, abaaa, babaaa, a, , aa, baaabaa, aba], negative example:[b, baabaabaa]"
0*10*(10*10*)*,0*(1|1||1)0*,"positive example:[00|100, 1], negative example:[0,11]"
(a|(b*bb))*,a*(bb*)*a*,"positive example:["""", ""aabaa""], negative example:[""baba""]"
(a*ba*b)*a*ba*,a*(b+)(bb)*a*,"positive example:[aabaa, b, abba, bba, aabbbaa], negative example:[, babba, aba, aaab, baba]"
(b|(a*aa))*,(b*|ab+)*aa(a+b)*,"positive example:[aa, babaaabab],negative example:[aaa]"
(a|(b*bb))*,b(a+b)*b,"positive example:[bb, bababb], negative example:[a, ba, ab, bba, baba]"
b*a*,a+(b*a*)+,"positive example: [a, aa, ab, aab, aba, aaa, abaa, aaba, abba, aabba], negative example: [b, bb, bbb, ba, baba, baaab, abab, bbaa, ababab, bbaabb]"
(a|baa)*,((b)*(aa)[a]*)*,"positive example:[, aaabaa], negative example:[b, aab, baaab]"
(a|baa)*,"[ab]*a{2,}","positive example:[aa, bbaa, abaa],negative example:[a]"
0*10*(10*10*)*,((((1*)?)|((11*)?))|((111*)?))*|0*,"positive example: [""00"", ""1"", ""0"", ""11"", ""111"", ""1111"", ""000"", ""0000""], negative example: [""01"", ""10"", ""011"", ""101"", ""110"", ""001"", ""100""]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*|0*|1*,"positive example:[11, 0, 00, 10011011, 01001100, 010, 101], negative example:[01, 10, 0011, 1100, 0110, 1001, 000111]"
(a|b)(a|b)+aaa+,(a*|b*)(aaa)a*,"positive example: [baaa, bbaaaaa], negative example: [aa, bb, abaa, aabaa]"
(a|b)*(bab)(a|b)*,(a+b+bab)*,"positive example:["""", ""abbab"", ""abbababbbab""], negative example:[""aab"", ""bbba"", ""bababaa""]"
0*10*(10*10*)*,0*1(11)*(0*|1(11)*),"positive example: [010, 0011, 1111100, 1], negative example: [00, 0110, 1110, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((0|1)*(01)(0|1)*10(0|1))|((0|1)*(10)(0|1)*10(10)))*,"positive example:[, 0110011010, 1011101, 100110100],negative example:[1010,100]"
(a|b)*baa(a|b)*b,(a|b)*(baa)b*,"positive example: [baabb, babaa, abbaa], negative example: [aab, bba, aaab]"
0(0|1)*0,0*(0*|1*)0*,"positive example:[11, 00100], negative example:[010, 101]"
0*10*(10*10*)*,(1?|11?),"positive example:[, 1, 11],negative example:[111,0]"
0+1*,0*1+,"positive example:[0011, 1, 01],negative example:[101]"
